Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
Concrete Island: A Novel,J. G. Ballard,Picador,2001-10-5,Paperback,176,3.8
Road Dawgz: Triple Crown Collection (The Triple Crown Collection),K'wan,Urban Books,2015-10-27,Hardcover,304,4.1
Flintlock,William W. Johnstone,Pinnacle,2013-10-1,Paperback,384,3.9
Seize the Night: A Novel (Christopher Snow),Dean Koontz,Bantam,2012-7-31,Paperback,464,4.3
The Haunted Heist (Southern Ghost Hunter) (Volume 3),Angie Fox,Angie Fox,2016-3-17,Hardcover,264,4.8
A Winter Haunting,Dan Simmons,HarperTorch,2002-12-31,Hardcover,384,4.0
Warlock Holmes - A Study in Brimstone,G.S. Denning,Titan Books,2016-5-17,Kindle,336,4.5
Inspector Hobbes and the Blood: unhuman I - A fast paced comedy crime fantasy (Volume 1),Wilkie Martin,The Witcherley Book Company,2013-7-24,Paperback,312,4.0
Southern Bastards Volume 4,Jason Aaron,Image Comics,2018-6-12,Paperback,160,-1.0
The Golem of Hollywood,Jesse Kellerman,Berkley,2015-7-28,Kindle,688,2.7
War God: Night of Sorrows,Graham Hancock,Peach Publishing,2017-4-21,Paperback,512,4.9
"Better Read Than Dead (Psychic Eye Mysteries, Book 2)",Victoria Laurie,Berkley,2005-6-7,Kindle,304,4.4
Below,Ryan Lockwood,Pinnacle,2013-6-25,Kindle,416,4.2
Company of Liars: A Novel,Karen Maitland,Delta,2009-8-25,Kindle,480,4.1
Moonshine,Jasmine Gower,Angry Robot,2018-2-6,Paperback,320,3.9
Sinner: A Paradise Novel (The Books of History Chronicles) (The Books of History Chronicles: The Paradise Books),Dekker Ted,Thomas Nelson,2009-6-30,Hardcover,384,4.0
The Jefferson Key (with bonus short story The Devil's Gold): A Novel (Cotton Malone),Steve Berry,Ballantine Books,2011-12-27,Hardcover,592,4.1
Letter from an Unknown Woman and Other Stories,Stefan Zweig,Pushkin Press,2013-8-13,Paperback,200,4.4
Panic in Paxton Park (A Paxton Park Mystery) (Volume 2),J A Whiting,CreateSpace Independent Publishing Platform,2017-10-25,Paperback,260,4.7
Hood Misfits Volume 2: Carl Weber Presents,Brick,Urban Books,2015-7-28,Kindle,304,4.8
Floating Dragon,Peter Straub,Berkley,2003-8-5,Kindle,624,4.3
The Awakening: A Paranormal Romance Novel (The Graveyard Queen),Amanda Stevens,MIRA,2017-3-28,Hardcover,416,4.8
"Nightingale's Lament (Nightside, Book 3)",Simon R. Green,Ace,2004-4-27,Paperback,256,4.5
A Panicked Premonition (Psychic Eye Mystery),Victoria Laurie,Berkley,2018-6-5,Hardcover,368,4.5
Odds Against Tomorrow: A Novel,Nathaniel Rich,Picador,2014-4-1,Hardcover,320,3.6
Dead Man's Song (A Pine Deep Novel),Jonathan Maberry,Kensington,2016-8-30,Kindle,512,4.1
Lord Valentine's Castle: Book One of the Majipoor Cycle,Robert K. Silverberg,Ace,2012-5-1,Kindle,480,4.1
The Ghost and Mrs. Muir: Vintage Movie Classics,R. A. Dick,Vintage,2014-9-23,Paperback,192,4.6
The Third Angel: A Novel,Alice Hoffman,Broadway Books,2009-3-3,Kindle,289,3.9
The Map of Time: A Novel (The Map of Time Trilogy),Félix J. Palma,Pocket Books,2012-6-26,Hardcover,720,3.4
Cat Under Fire: A Joe Grey Mystery (Joe Grey Mystery Series),Shirley Rousseau Murphy,Avon,1998-12-9,Paperback,256,4.7
A Flicker of Steel (The Avalon Chronicles),Steve McHugh,47North,2018-7-3,Hardcover,-1,-1.0
Give Up the Ghost (Haunted Home Renovation),Juliet Blackwell,Berkley,2015-12-1,Hardcover,336,4.8
The Magic Circle,Katherine Neville,Ballantine Books,1999-1-30,Hardcover,560,3.4
"If You've Got It, Haunt It (A Haunted Vintage Mystery)",Rose Pressey,Kensington,2014-12-2,Hardcover,304,4.1
Ghost Road Blues (A Pine Deep Novel),Jonathan Maberry,Kensington,2016-5-31,Kindle,480,4.2
White Colander Crime (A Vintage Kitchen Mystery),Victoria Hamilton,Berkley,2015-11-3,Hardcover,304,4.2
Powerless,Tim Washburn,Pinnacle,2015-10-27,Paperback,464,4.2
Phantom Evil (Krewe of Hunters),Heather Graham,MIRA,2012-3-27,Hardcover,368,4.3
The Invisibility Cloak (New York Review Books Classics),Ge Fei,NYRB Classics,2016-10-11,Paperback,144,4.1
Dead Bolt: A Haunted Home Renovation Mystery (Haunted Home Repair Mystery),Juliet Blackwell,Berkley,2011-12-6,Kindle,336,4.4
Home for the Haunting: A Haunted Home Renovation Mystery,Juliet Blackwell,Berkley,2013-12-3,Kindle,336,4.6
Every Witch Way But Wicked: A Wicked Witches of the Midwest Mystery (Volume 2),Amanda M. Lee,CreateSpace Independent Publishing Platform,2013-3-28,Paperback,206,4.6
The Pyramid of Doom: A Novel,Andy McDermott,Bantam,2010-9-28,Hardcover,496,4.1
The Word Exchange,Alena Graedon,Anchor,2015-2-3,Hardcover,384,3.8
Crooked Little Vein,Warren Ellis,William Morrow Paperbacks,2008-7-22,Kindle,304,4.0
The Life and Loves of a She Devil,Fay Weldon,Ballantine Books,1985-8-12,Hardcover,288,3.9
By Familiar Means (A Witch's Cat Mystery),Delia James,Berkley,2016-9-27,Hardcover,336,4.6
The Last Girl (The Dominion Trilogy),Joe Hart,Thomas & Mercer,2016-3-1,Paperback,384,4.1
Echo Moon (A Ghost Gifts Novel),Laura Spinella,Montlake Romance,2018-5-22,Paperback,428,-1.0
The Drafter (The Peri Reed Chronicles),Kim Harrison,Pocket Books,2016-4-19,Hardcover,560,4.0
"Bitter Gold Hearts (Garrett, P.I., Book 2)",Glen Cook,Ace,2007-4-1,Hardcover,288,4.7
Inspector Hobbes and the Curse: unhuman II - a Fast Paced Comedy Crime Fantasy Romance (Volume 2),Wilkie Martin,The Witcherley Book Company,2013-10-28,Kindle,354,4.4
Pure,Julianna Baggott,Grand Central Publishing,2012-9-4,Hardcover,431,4.1
Bad Monkeys: A Novel (P.S.),Matt Ruff,Harper Perennial,2008-8-12,Paperback,256,3.8
Carl Weber's Kingpins: ATL,Brick,Urban Books,2017-3-28,Kindle,304,3.9
Push Back: A Post Apocalyptic Thriller (The Disruption Series) (Volume 2),R E McDermott,R.E. McDermott,2016-7-26,Paperback,390,4.8
The Skill of Our Hands: A Novel (The Incrementalists),Steven Brust,Tor Books,2018-1-2,Hardcover,352,4.1
"Krondor the Assassins (The Riftwar Legacy, Book 2)",Raymond E Feist,HarperTorch,2000-11-7,Paperback,416,4.2
Grave Creatures (Las Vegas Paranormal Police Department) (Volume 2),John P. Logsdon,CreateSpace Independent Publishing Platform,2017-11-15,Hardcover,244,4.7
The Drowning Girl,Caitlin R. Kiernan,Ace,2012-3-6,Kindle,352,4.0
American Short Story Masterpieces: A Rich Selection of Recent Fiction from America's Best Modern Writers,Tom Jenks,Dell,1989-4-2,Hardcover,528,4.2
Dead Spots (Scarlett Bernard),Melissa F. Olson,47North,2012-10-30,Hardcover,293,4.3
Personal Demon,Kelley Armstrong,Bantam,2008-9-30,Paperback,544,4.2
Cast in Flight (Chronicles of Elantra),Michelle Sagara,MIRA,2016-10-25,Paperback,544,4.6
Aunt Dimity: Vampire Hunter (Aunt Dimity Mystery),Nancy Atherton,Penguin Books,2009-1-27,Hardcover,304,4.5
Whalestoe Letters,Mark Z. Danielewski,Pantheon,2000-10-10,Paperback,86,3.9
The Universal Baseball Association,Robert Coover,The Overlook Press,2011-11-1,Hardcover,256,4.1
Glass Predator (Harmony Black Series),Craig Schaefer,47North,2017-3-28,Hardcover,332,4.5
A Deadly Web (A Bishop Files Novel),Kay Hooper,Berkley,2015-4-7,Kindle,304,3.8
Decapitation: Kubikiri Cycle (Zaregoto Series),NISIOISIN,Vertical,2017-1-24,Kindle,322,5.0
The Queen of All Crows: The First Book in The Map of Unknown Things (1map of Unknown Things),Rod Duncan,Angry Robot,2018-1-2,Paperback,352,4.3
A King's Commander: The Alan Lewrie Naval Adventures #7 (Bk. 7),Dewey Lambdin,McBooks Press,2008-1-1,Hardcover,448,4.3
The Bride Wore Black Leather (A Nightside Book),Simon R. Green,Ace,2012-12-24,Paperback,320,4.4
Who Killed Sherlock Holmes? (Shadow Police),Paul Cornell,Pan Macmillan,2017-5-1,Paperback,368,4.3
Dopefiend,Donald Goines,Holloway House,2007-5-1,Hardcover,320,4.6
Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire),Charlaine Harris,Ace,2009-9-29,Hardcover,2500,4.6
Rage of a Demon King: Book Three of the Serpentwar Saga,Raymond E Feist,Harper Voyager,2010-12-28,Hardcover,608,4.2
The Glass Bees (New York Review Books Classics),Ernst Junger,NYRB Classics,2000-9-30,Paperback,224,4.5
The Darkest Evening of the Year: A Novel,Dean Koontz,Bantam,2012-5-29,Hardcover,480,3.9
Conspiracies: A Repairman Jack Novel,F. Paul Wilson,Tor Books,2008-9-30,Paperback,416,4.2
Aftermath (Splinter Cell: Blacklist),Peter Telep,Berkley,2013-10-1,Hardcover,384,4.1
Trick Or Treat Murder (A Lucy Stone Mystery),Leslie Meier,Kensington,2011-9-1,Hardcover,256,4.1
The Law of Nines,Terry Goodkind,Jove,2010-8-31,Kindle,576,4.0
Finding Camlann: A Novel,Sean Pidgeon,W. W. Norton & Company,2014-1-13,Kindle,352,4.0
The Angel of Death (The Soul Summoner Series) (Volume 3),Elicia Hyder,Forge Creek Press,2016-7-16,Hardcover,406,4.8
Collision Course,David Crawford,Berkley,2012-11-6,Kindle,339,3.2
"Tangle of Need: A Psy-Changeling Novel (Psy-Changeling Novel, A)",Nalini Singh,Berkley,2012-12-4,Hardcover,448,4.2
Lock and Key: The Initiation,Ridley Pearson,HarperCollins,2017-5-2,Hardcover,384,4.3
Learning Tree,Gordon Parks,Fawcett,1987-6-12,Paperback,240,4.6
The Man Who Was Thursday: A Nightmare (Penguin Classics),G. K. Chesterton,Penguin Classics,2011-5-31,Kindle,192,4.1
Bannerless (The Bannerless Saga),Carrie Vaughn,John Joseph Adams/Mariner Books,2017-7-11,Kindle,288,4.0
The Thought Readers (Mind Dimensions Book 1) (Volume 1),Dima Zales,Mozaika Publications,2014-10-2,Paperback,302,4.2
Harmony Black (Harmony Black Series),Craig Schaefer,47North,2016-2-1,Kindle,332,4.3
Empire of Gold: A Novel (Nina Wilde and Eddie Chase),Andy McDermott,Bantam,2011-9-27,Hardcover,544,4.1
The Swarm: A Novel,Frank Schatzing,William Morrow Paperbacks,2007-5-8,Paperback,912,4.0
The Operator (The Peri Reed Chronicles),Kim Harrison,Pocket Books,2016-11-22,Paperback,496,4.4
"A Deeper Blue (Paladin of Shadows, Book 5)",John Ringo,Baen,2008-5-20,Kindle,432,4.6
Babylon Rising: The Secret on Ararat,Tim LaHaye,Bantam,2006-11-28,Kindle,416,4.5
Storm Surge (Destroyermen),Taylor Anderson,Ace,2014-5-6,Paperback,512,4.6
"The New Girl (Fear Street, No. 1)",R. L. Stine,Simon Pulse,2006-8-1,Kindle,176,4.2
Carl Weber's Kingpins: Cleveland,Brandi Johnson,Urban Books,2017-4-25,Paperback,304,4.5
The Ark: Children of a Dead Earth Book One,Patrick S. Tomlinson,Angry Robot,2015-11-3,Hardcover,400,3.9
The Midwich Cuckoos,John Wyndham,Penguin UK,2008-9-23,Kindle,224,4.1
A Toxic Trousseau,Juliet Blackwell,Berkley,2016-7-5,Paperback,352,4.8
Knot the Usual Suspects (Haunted Yarn Shop Mystery),Molly MacRae,Berkley,2015-9-1,Paperback,352,4.3
"Haunted Destiny: A paranormal, thrilling suspense novel (Krewe of Hunters)",Heather Graham,MIRA,2016-5-24,Kindle,368,4.6
The Hidden (Krewe of Hunters),Heather Graham,MIRA,2015-9-29,Paperback,368,4.6
Devil's Pocket,John Dixon,Gallery Books,2015-8-4,Kindle,352,4.5
Robogenesis,Daniel H. Wilson,Vintage,2015-3-17,Kindle,464,3.9
I Am Providence: A Novel,Nick Mamatas,Night Shade Books,2016-8-9,Kindle,256,4.1
Niceville: Book One of the Niceville Trilogy (Vintage Crime/Black Lizard),Carsten Stroud,Vintage Crime/Black Lizard,2013-8-13,Kindle,464,3.6
Legacy: An Event Group Thriller (Event Group Thrillers),David L. Golemon,St. Martin's Paperbacks,2012-5-22,Kindle,624,4.4
The Fourth Bear: A Nursery Crime (Jack Spratt Investigates),Jasper Fforde,Penguin Books,2007-7-31,Kindle,378,4.7
Golden Malicious (An Orchard Mystery),Sheila Connolly,Berkley,2013-10-1,Hardcover,304,4.3
Inspector Specter (A Haunted Guesthouse Mystery),E.J. Copperman,Berkley,2014-12-2,Paperback,304,4.5
Paprika (Vintage Contemporaries),Yasutaka Tsutsui,Vintage,2013-2-12,Hardcover,352,3.6
Record of a Night too Brief (Japanese Novellas),Hiromi Kawakami,Pushkin Press,2017-12-5,Hardcover,158,3.5
The Tale of Genji (Penguin Classics),Murasaki Shikibu,Penguin Classics,2006-2-28,Paperback,352,3.3
A Borrowed Hell,L. D. Colter,Digital Fantasy Fiction,0-0-0,Hardcover,185,4.4
Runaway Vampire: An Argeneau Novel (Argeneau Vampire),Lynsay Sands,Avon,2016-2-23,Paperback,368,4.5
"Gilded Latten Bones: A Garrett, P.I., Novel",Glen Cook,Ace,2010-11-2,Hardcover,368,4.5
Destroyer (Rewinder Series),Brett Battles,47North,2016-1-12,Hardcover,252,3.7
A Skeleton in the Family (A Family Skeleton Mystery),Leigh Perry,Berkley,2013-9-3,Paperback,304,4.6
Sailing to Sarantium (Sarantine Mosaic),Guy Gavriel Kay,Ace,2010-9-7,Hardcover,448,4.4
Inspector Hobbes and the Bones: Cozy Mystery Comedy Crime Fantasy (unhuman) (Volume 4),Wilkie Martin,The Witcherley Book Company,2016-12-16,Kindle,348,4.5
Murder at Fantasia Fair: A Provincetown Mystery (Provincetown Theme Week) (Volume 2),Jeannette de Beauvoir,HomePort Press,2017-9-28,Paperback,282,4.7
"Hex and the City (Nightside, Book 4)",Simon R. Green,Ace,2005-2-22,Hardcover,256,4.3
This Haunted World Book Two: The Eleventh Floor,Shani Struthers,Authors Reach 1,2017-9-28,Paperback,328,4.4
Keepsake Crimes (A Scrapbooking Mystery),Laura Childs,Berkley,2003-5-6,Paperback,244,4.0
Big Machine: A Novel,Victor LaValle,Spiegel & Grau,2010-3-9,Paperback,384,3.5
"Bite Me If You Can (Argeneau Vampires, Book 6)",Lynsay Sands,Avon,2007-1-30,Kindle,384,4.6
The Death Dealer,Heather Graham,MIRA,2008-12-23,Paperback,368,4.5
Omega (a Jack Sigler Thriller),Jeremy Robinson,Breakneck Media,2013-9-10,Kindle,316,4.8
United States of Japan,Peter Tieryas,Angry Robot,2017-8-1,Paperback,448,3.7
Warlock Holmes - My Grave Ritual,G.S. Denning,Titan Books,2018-5-15,Paperback,-1,-1.0
Pies and Prejudice (A Charmed Pie Shoppe Mystery),Ellery Adams,Berkley,2012-7-3,Paperback,304,4.4
Resident Evil: Nemesis (Resident Evil (Titan Mass Market)),S.D. Perry,Titan Books,2012-11-20,Paperback,320,4.7
Irontown Blues (Eight Worlds),John Varley,Ace,2018-8-28,Hardcover,304,-1.0
Sword of the Guardian (Legends of Ithyria),Merry Shannon,Bold Strokes Books,2006-4-1,Kindle,272,4.5
Sweet Revenge (Sin Brothers),Rebecca Zanetti,Forever,2014-6-24,Paperback,384,4.7
Aunt Dimity: Snowbound,Nancy Atherton,Penguin Books,2005-2-1,Paperback,272,4.5
The Forgotten (Krewe of Hunters),Heather Graham,MIRA,2015-7-28,Paperback,343,4.6
Leaving the Sea: Stories (Vintage Contemporaries),Ben Marcus,Vintage,2014-10-7,Hardcover,288,3.8
Citadel: A Novel,Kate Mosse,William Morrow Paperbacks,2014-10-7,Hardcover,720,4.2
Murder on the House: A Haunted Home Renovation Mystery (Haunted Home Repair Mystery),Juliet Blackwell,Berkley,2012-12-4,Hardcover,336,4.5
The Twilight Zone (Oberon Modern Plays),Anne Washburn,Oberon Books,2018-3-18,Hardcover,96,-1.0
Fortune's Wheel (A Claire Rollins Mystery) (Volume 4),J A Whiting,CreateSpace Independent Publishing Platform,2017-9-21,Kindle,300,4.7
Inner City Hoodlum,Donald Goines,Holloway House,1992-8-1,Hardcover,256,4.4
The Talisman: A  Novel,Stephen King,Pocket Books,2012-9-25,Hardcover,944,4.5
The Ice Queen: A Novel,Alice Hoffman,Back Bay Books,2006-1-3,Hardcover,211,4.1
Swarm of Fire (Las Vegas Paranormal Police Department) (Volume 5),John P. Logsdon,CreateSpace Independent Publishing Platform,2018-2-4,Kindle,188,4.8
"Thin Air (Weather Warden, Book 6)",Rachel Caine,Ace,2007-8-7,Hardcover,336,3.9
No Humans Involved (Women of the Otherworld),Kelley Armstrong,Bantam,2008-2-26,Hardcover,544,4.5
The Elites,Guillermo Camacho,Independently published,2018-2-28,Kindle,284,2.0
"Ring (Ring Series, Book 1)",Koji Suzuki,Vertical,2004-4-25,Paperback,282,4.2
The Blue Guitar (Vintage International),John Banville,Vintage,2016-8-9,Paperback,272,3.3
A Friend of the Earth,T.C. Boyle,Penguin Books,2001-9-1,Hardcover,349,3.8
"The Calcutta Chromosome: A Novel of Fevers, Delirium & Discovery",Amitav Ghosh,Harper Perennial,2001-1-23,Hardcover,320,3.6
It Takes a Witch: A Wishcraft Mystery,Heather Blake,Berkley,2012-1-3,Kindle,320,4.4
Aunt Dimity Goes West (Aunt Dimity Mystery),Nancy Atherton,Penguin Books,2008-1-29,Hardcover,293,4.5
Green Earth (Science in the Capital Trilogy),Kim Stanley Robinson,Del Rey,2015-11-3,Hardcover,1088,4.4
Nathaniel: A Novel,John Saul,Bantam,1984-7-1,Kindle,384,4.0
The Dark at the End (Repairman Jack),F. Paul Wilson,Tor Books,2012-9-25,Hardcover,432,4.4
Pillar to the Sky: A Novel,William R. Forstchen,Tor Books,2016-11-1,Kindle,576,3.9
Bitten By Cupid (An Argeneau Vampire Novella),Lynsay Sands,Avon,2010-1-12,Paperback,384,4.2
"Standard of Honor (Templar Trilogy, No 2)",Jack Whyte,Berkley,2008-7-29,Kindle,800,4.2
Artemisa / Artemis (Spanish Edition),Andy Weir,Nova,2018-2-27,Hardcover,320,4.5
The Walking Dead: The Fall of the Governor: Parts 1 and 2 (The Walking Dead Series),Robert Kirkman,St. Martin's Griffin,2014-11-25,Paperback,544,4.5
The Walking Dead: Rise of the Governor and The Road to Woodbury (The Walking Dead Series),Robert Kirkman,St. Martin's Griffin,2014-11-25,Hardcover,624,4.7
Thus Were Their Faces: Selected Stories (NYRB Classics),Silvina Ocampo,NYRB Classics,2015-1-27,Paperback,384,5.0
Marina (Vintage) (Spanish Edition),Carlos Ruiz Zafon,Vintage Espanol,2015-3-17,Paperback,304,4.4
Twenty-One Stories (Penguin Twentieth-Century Classics),Graham Greene,Penguin Classics,1993-6-1,Paperback,208,4.6
Nigerians in Space,Deji Bryce Olukotun,The Unnamed Press,2014-2-1,Kindle,296,4.2
Saturn's Children,Charles Stross,Ace,2009-6-30,Hardcover,336,3.8
No More Mr. Nice Guy: A Family Business Novel,Carl Weber,Urban Books,2016-8-30,Hardcover,288,4.6
Secondhand Spirits: A Witchcraft Mystery,Juliet Blackwell,Berkley,2009-7-7,Hardcover,336,4.3
Inspector Hobbes and the Gold Diggers: Humorous mystery (unhuman) (Volume 3),Wilkie Martin,The Witcherley Book Company,2014-9-28,Hardcover,328,4.6
Spark,John Twelve Hawks,Vintage,2015-7-7,Hardcover,320,4.3
Vostok (MEG),Steve Alten,Tor Books,2016-5-3,Hardcover,480,3.5
Servant of the Underworld (Obsidian and Blood) (Volume 1),Aliette de Bodard,"JABberwocky Literary Agency, Inc.",2016-10-6,Kindle,338,4.0
Never Die Alone,Donald Goines,Holloway House,2000-9-1,Paperback,224,4.6
The Best Paranormal Crime Stories Ever Told (Best Stories Ever Told),Martin H. Greenberg,Skyhorse Publishing,2010-11-1,Paperback,512,4.0
Murder and Misfortune (A Claire Rollins Mystery) (Volume 3),J A Whiting,CreateSpace Independent Publishing Platform,2017-6-12,Kindle,262,4.7
Ninjak Volume 1: Weaponeer,Matt Kindt,"Valiant Entertainment, LLC",2015-10-13,Kindle,176,4.6
Dead on the Water: Abandon Ship (Zombie Cruise),R W K Clark,Clarkinc,2016-7-28,Kindle,266,4.0
The Reluctant Vampire: An Argeneau Novel (Argeneau Vampire),Lynsay Sands,Avon,2011-5-31,Paperback,384,4.3
The Kasari Nexus (Rho Agenda Assimilation),Richard Phillips,47North,2016-4-5,Paperback,384,4.6
Angry Lead Skies,Glen Cook,Ace,2002-4-1,Paperback,364,3.6
"Undead and Unreturnable (Queen Betsy, Book 4) (Berkley Sensation)",MaryJanice Davidson,Berkley Sensation,2006-5-30,Paperback,288,3.9
The Gemini Effect,Chuck Grossart,47North,2015-4-1,Hardcover,347,3.5
Baltimore Chronicles Volume 2,Treasure Hernandez,Urban Books,2011-1-1,Kindle,288,3.5
The Winter Over,Matthew Iden,Thomas & Mercer,2017-2-1,Hardcover,352,4.0
Something Rotten (Thursday Next Novels),Jasper Fforde,Penguin Books,2005-7-26,Kindle,416,4.5
Cold Fire,Dean Koontz,Berkley,2004-12-7,Hardcover,448,4.3
Bound: A Doyle Witch Cozy Mystery (Witches of Doyle) (Volume 1),Kirsten Weiss,misterio press,2016-11-2,Kindle,212,4.3
Waking the Dead (Cafferty & Quinn),Heather Graham,MIRA,2015-1-27,Kindle,368,4.4
Going Dark (The Red Trilogy),Linda Nagata,Saga Press,2015-11-3,Kindle,464,4.4
The Altreian Enigma (Rho Agenda Assimilation),Richard Phillips,47North,2016-12-6,Paperback,352,4.7
"The Perfect Date (Fear Street, No. 37)",R. L. Stine,Simon Pulse,2005-6-1,Kindle,160,4.1
The Spy Who Haunted Me: A Secret Histories Novel,Simon R. Green,Ace,2010-6-1,Kindle,416,4.0
Machine Man (Vintage Contemporaries),Max Barry,Vintage,2011-8-9,Paperback,288,3.9
"Vittorio, the Vampire (New Tales of the Vampires)",Anne Rice,Ballantine Books,2001-2-27,Paperback,304,3.9
A Darker Shade of Magic: A Novel (Shades of Magic),V. E. Schwab,Tor Books,2016-1-19,Paperback,416,4.4
NEKOMONOGATARI (WHITE): Cat Tale,NISIOISIN,Vertical,2018-2-27,Kindle,306,-1.0
The Bands of Mourning: A Mistborn Novel,Brandon Sanderson,Tor Fantasy,2017-1-3,Kindle,536,4.7
Baptism of Fire (The Witcher),Andrzej Sapkowski,Orbit,2014-6-24,Hardcover,400,4.6
"Homeland: The Dark Elf Trilogy, Part 1 (Forgotten Realms: The Legend of Drizzt, Book I) (Bk. 1)",R.A. Salvatore,Wizards of the Coast,2005-12-1,Hardcover,384,4.7
Towers of Midnight (Wheel of Time),Robert Jordan,Tor Fantasy,2011-10-4,Kindle,1264,4.7
The Black Prism (Lightbringer),Brent Weeks,Orbit,2013-7-23,Hardcover,688,4.4
The Last Wish: Introducing the Witcher,Andrzej Sapkowski,Orbit,2017-7-18,Kindle,352,4.6
The Light Fantastic (Discworld),Terry Pratchett,Harper,2013-1-29,Paperback,288,4.5
"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,Tor Fantasy,1992-10-15,Hardcover,704,4.6
"Heir of Novron, Vol. 3(Riyria Revelations)",Michael J. Sullivan,Orbit,2012-1-31,Hardcover,960,4.8
"Theft of Swords, Vol. 1(Riyria Revelations)",Michael J. Sullivan,Orbit,2011-11-23,Paperback,704,4.4
"Gardens of the Moon (The Malazan Book of the Fallen, Book 1)",Steven Erikson,Tor Fantasy,2005-1-10,Paperback,666,3.9
"Dragons of Autumn Twilight (Dragonlance Chronicles, Volume I)",Margaret Weis,Wizards of the Coast,2000-2-1,Paperback,448,4.6
Senlin Ascends (The Books of Babel),Josiah Bancroft,Orbit,2018-1-16,Paperback,448,4.6
The Black Elfstone: The Fall of Shannara,Terry Brooks,Del Rey,2018-2-27,Paperback,400,4.6
The Rise of Nagash (Warhammer Chronicles),Mike Lee,Games Workshop,2017-11-7,Hardcover,960,4.7
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,Spectra,1996-3-1,Kindle,448,4.4
The Blade Itself (The First Law),Joe Abercrombie,Orbit,2015-9-8,Kindle,560,4.3
"Death's Mistress: Sister of Darkness: The Nicci Chronicles, Volume I",Terry Goodkind,Tor Fantasy,2017-12-5,Paperback,656,4.3
"Royal Assassin (The Farseer Trilogy, Book 2)",Robin Hobb,Spectra,1997-2-3,Paperback,688,4.4
Hero (Legend of Drizzt),R.A. Salvatore,Wizards of the Coast,2017-10-3,Hardcover,440,4.7
Red Sister (Book of the Ancestor),Mark Lawrence,Ace,2018-2-27,Kindle,496,4.6
The Republic of Thieves (Gentleman Bastards),Scott Lynch,Del Rey,2014-7-29,Hardcover,704,4.3
Anansi Boys,Neil Gaiman,William Morrow,2016-10-25,Hardcover,448,4.4
The Blinding Knife (Lightbringer),Brent Weeks,Orbit,2013-8-27,Kindle,704,4.7
"The Crystal Shard: The Legend of Drizzt, Book 4 (Forgotten Realms)",R.A. Salvatore,Wizards of the Coast,2007-1-9,Hardcover,344,4.5
"The Halfling's Gem (The Legend of Drizzt, Book VI)",R.A. Salvatore,Wizards of the Coast,2007-8-7,Kindle,384,4.7
Knights of Bretonnia (Warhammer Omnibus),Anthony Reynolds,Games Workshop,2011-3-29,Hardcover,768,3.4
Maestro (Forgotten Realms),R.A. Salvatore,Wizards of the Coast,2017-6-6,Paperback,393,4.7
Archmage (Forgotten Realms),R.A. Salvatore,Wizards of the Coast,2017-2-7,Hardcover,435,4.5
"The Elfstones of Shannara (Shannara, No. 2)",Terry Brooks,Del Rey,1983-12-12,Kindle,576,4.4
The Shadow of What Was Lost (The Licanius Trilogy),James Islington,Orbit,2017-5-9,Paperback,736,4.3
"Rise of Empire, Vol. 2 (Riyria Revelations)",Michael J. Sullivan,Orbit,2011-12-14,Paperback,816,4.7
Before They Are Hanged (The First Law),Joe Abercrombie,Orbit,2015-9-8,Paperback,560,4.6
Fire Touched (A Mercy Thompson Novel),Patricia Briggs,Ace,2017-1-31,Hardcover,320,4.8
Cast in Shadow (The Chronicles of Elantra),Michelle Sagara,MIRA,2018-1-23,Paperback,464,3.9
The Sundering (Warhammer Chronicles),Gav Thorpe,Games Workshop,2018-2-20,Hardcover,960,4.7
Dragonflight (Dragonriders of Pern - Volume 1),Anne McCaffrey,Ballantine Books,1986-5-12,Kindle,320,4.5
"Streams of Silver: The Icewind Dale Trilogy, Part 2 (Forgotten Realms: The Legend of Drizzt, Book V) (Pt. 2)",R.A. Salvatore,Wizards of the Coast,0-0-0,Paperback,384,4.7
"Assassin's Quest (The Farseer Trilogy, Book 3)",Robin Hobb,Bantam Books,1998-1-5,Hardcover,757,4.4
The Lies of Locke Lamora (Gentleman Bastards),Scott Lynch,Del Rey,2007-6-26,Paperback,736,4.4
A Memory of Light (Wheel of Time),Robert Jordan,Tor Fantasy,2013-12-31,Hardcover,1168,4.6
The Alloy of Law: A Mistborn Novel,Brandon Sanderson,Tor Fantasy,2012-10-30,Paperback,416,4.5
Kings of the Wyld (The Band),Nicholas Eames,Orbit,2017-2-21,Paperback,544,4.7
Exile (The Legend of Drizzt),R.A. Salvatore,Wizards of the Coast,2006-3-7,Paperback,384,4.7
Star Wars: Tarkin,James Luceno,Del Rey,2015-6-30,Paperback,352,4.2
In the Shadow of the Gods: A Bound Gods Novel,Rachel Dunne,Harper Voyager,2016-6-21,Paperback,400,4.3
Hounded (Iron Druid Chronicles),Kevin Hearne,Del Rey,2011-5-3,Paperback,320,4.5
"Moon Called (Mercy Thompson, Book 1)",Patricia Briggs,Ace,2006-1-31,Kindle,304,4.6
Arm of the Sphinx (The Books of Babel),Josiah Bancroft,Orbit,2018-3-13,Kindle,448,4.8
Monster Hunter Siege,Larry Correia,Baen,2018-4-24,Kindle,512,4.6
