_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Format,rtable_Pages,rtable_Rating,match
995,404,995,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Where Lore Resides: A Young Adult & New Adult Fantasy Anthology,Megan Linski,Pronoun,Kindle Edition,201,4,0
996,404,1000,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Star of Erengrad (Warhammer Fantasy),Neil McIntosh,Games Workshop,Mass Market,288,2.95,0
998,404,1009,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"Le Sang: Le Dernier Souffle, T2 (Fantasy)",Fiona McIntosh,Milady,Kindle Edition,667,3.93,0
999,404,1010,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Strange Science Fiction and Fantasy Omnibus,Benson Grayson,Smashwords,ebook,,3.25,0
1000,404,1032,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Yesterday We Saw Mermaids (Tor Fantasy),Esther M. Friesner,Tor Books,Paperback,155,3.42,0
1001,404,1035,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, May/June 2016",C.C. Finlay,"Spilogale, Inc.",Kindle Edition,294,3.95,0
1002,404,1046,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Ever in the After: 13 Fantasy Tales,Melle Amade,,Paperback,,4.57,0
1003,404,1047,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Chaos: A New Adult Fantasy Romance,Adele Huxley,,Kindle Edition,540,4.32,0
1005,404,1072,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, September/October 2016",C.C. Finlay,"Spilogale, Inc.",Paperback,258,3.79,0
1007,404,1078,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"Gary Gygax's Living Fantasy (Gygaxian Fantasy Worlds, #3)",Gary Gygax,Troll Lord Games,Hardcover,160,3.73,0
1008,404,1079,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Strange Science Fantasy,Scott Morse,IDW Publishing,Paperback,196,3.73,0
1011,404,1086,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Second Page: An Offbeat Fantasy Adventure,Clark Nielsen,,Kindle Edition,260,3.5,0
1012,404,1088,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Malika - Warrior Queen Part One: An African Historical Fantasy Graphic Novel,Roye Okupe,YouNeek Studios,Paperback,144,3.79,0
1016,404,1123,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Explorer's Guide to Drawing Fantasy Creatures,Emily Fiegenschuh,Impact,Hardcover,143,4.24,0
1017,404,1146,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, July/August, 2015",C.C. Finlay,"Spilogale, Inc.",Kindle Edition,,3.74,0
1022,404,1158,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Eerie Tales: 5 Bonus Paranormal and Fantasy Short Stories,Megan Linski,Pronoun,Kindle Edition,44,4.44,0
1023,404,1161,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, January/February 2016",C.C. Finlay,"Spilogale, Inc.",Kindle Edition,,3.58,0
1025,404,1185,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Porn Myth: Exposing the Reality Behind the Fantasy of Pornography,Matt Fradd,Ignatius Press,Paperback,,4.05,0
1026,404,1188,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, November/December 2016",C.C. Finlay,"Spilogale, Inc.",Kindle Edition,,3.81,0
1027,404,1189,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, July/August 2014",C.C. Finlay,"Spilogale, Inc.",Kindle Edition,,3.78,0
1031,404,1259,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Naheli's Sacrifice: A Coming of Age Fantasy Novel,Rabea Scholz,,Kindle Edition,314,4.3,0
1032,404,1263,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Science Fiction & Fantasy Quiz Book,Joseph McCullough,Osprey Publishing,Hardcover,192,4.23,0
1039,404,1294,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, January/February 2017",C.C. Finlay,,Paperback,256,3.71,0
1041,404,1301,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Dracula (Library Of Fear And Fantasy Series),Mike Stocks,E.D.C. Publishing,Paperback,,4.06,0
1049,404,1336,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Myth of Persephone in Girls' Fantasy Literature,Holly Blackford,Routledge,Hardcover,248,2.75,0
1050,404,1339,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,What Makes This Book So Great: Re-Reading the Classics of Fantasy and SF,Jo Walton,Corsair,Kindle Edition,448,3.88,0
1055,404,1365,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Year's Best Fantasy Stories 1,Lin Carter,DAW,Paperback,175,3.76,0
1056,404,1372,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Steel and Shadow: An Epic Fantasy,LaJonn O. Klein,Midnight Sun Publishing,Kindle Edition,125,3.82,0
1057,404,1377,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Fairies & Fantasy,Felicia Mires,,,,4.06,0
1059,404,1410,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Urban Enemies: A Collection of Urban Fantasy Stories,Jim Butcher,"Recorded Books, Inc.",Audible Audio,,3.58,0
1060,404,1414,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Bringt Mir Den Kopf Des Märchenprinzen Fantasy Roman,Roger Zelazny,,,,3.72,0
1062,404,1416,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Art of Drawing Dragons: Mythological Beasts and Fantasy Creatures,Michael Dobrzycki,Walter Foster Publishing,Paperback,144,4.1,0
1064,404,1444,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Magic & Fantasy,Nora Roberts,,ebook,,4.33,0
1066,404,1478,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Best of Marion Zimmer Bradley Fantasy Magazine Volume 2,Marion Zimmer Bradley,Aspect,Mass Market Paperback,248,3.85,0
1067,404,1479,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Cimmerian Shade: A Limited Edition Paranormal Romance & Urban Fantasy Collection,Kiki Howell,Naughty Nights Press LLC,Kindle Edition,3046,4.42,0
1071,404,1487,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Two on a Tower: A Romantic Fantasy,Thomas Hardy,Createspace,Paperback,262,3.7,0
1076,404,1511,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Her Island Fantasy,Emma Jay,,Kindle Edition,60,3.9,0
1077,404,1516,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Marion Zimmer Bradley's Fantasy Worlds,Marion Zimmer Bradley,Marion Zimmer Bradley Literary Works Trust,Unknown Binding,342,4.06,0
1079,404,1524,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Science-Fantasy Megapack: 25 Classic Tales from Fantasy Adventures,E.C. Tubb,Wildside Press,Kindle Edition,352,3.76,0
1080,404,1527,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Bloodmark (The Kingsmen Chronicles #2): An Epic Fantasy Adventure,Jean Lowe Carlson,Jean Lowe Carlson,Kindle Edition,732,4.66,0
1084,404,1562,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The People of the Mist: A Classic Lost Race Fantasy Novel,H. Rider Haggard,Createspace Independent Publishing Platform,Paperback,208,3.78,0
1085,404,1583,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Impossible Rescue: The True Story of an Amazing Arctic Adventure,Martin W. Sandler,Candlewick,Hardcover,164,3.76,0
1086,404,1584,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Amazing Adventures of Bumblebee Boy,David Soman,Dial Books,Hardcover,40,3.85,0
1088,404,1589,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Taste of Life: A Biblical Fantasy,Mike  Simpson,CrossBooks Publishing,Paperback,72,2.6,0
1089,404,1590,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Dedalus Book of Dutch Fantasy,Richard Huijing,Dedalus,Paperback,400,4.29,0
1090,404,1593,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, March/April 2015",Gordon Van Gelder,"Spilogale, Inc.",Kindle Edition,,4.03,0
1091,404,1621,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Amazing Adventures of the Escapist: Volume 2,Brian K. Vaughan,Dark Horse Comics,Paperback,152,3.49,0
1095,404,1639,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Complete Guide to Writing Fantasy: The Opus Magnus,Tee Morris,Dragon Moon Press,Paperback,296,4.04,0
1097,404,1642,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Escapists: An Erotic Fantasy Novel,Anthony Beal,Hexed Flesh Books,ebook,,4.17,0
1099,404,1665,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Book of Dragons by Edith Nesbit, Fiction, Fantasy & Magic",E. Nesbit,Aegypan,Hardcover,108,3.88,0
1101,404,1671,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Nightmare and Other Tales of Dark Fantasy,Francis Stevens,Bison Books,Paperback,406,3.9,0
1105,404,1703,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Best Horror from Fantasy Tales,Stephen Jones,Running Press,Paperback,288,3.46,0
1108,404,1708,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,A Reader's Guide to Fantasy,Baird Searles,Avon Books,Paperback,217,3.91,0
1112,404,1749,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Scarlet Plague: The Original Book: (Annotated): A Dark Fantasy Original,Jack London,RonnSays,Kindle Edition,,3.6,0
1113,404,1754,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Sketching from the Imagination: Fantasy,Sean Andrew Murray,3DTotal Publishing,Paperback,320,4.35,0
1116,404,1785,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Bloodmaiden: A Fantasy Anthology,Christine E. Schulze,Createspace,Paperback,200,3.89,0
1117,404,1829,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Anima: Beyond Fantasy,Carlos B. Garcia Aparicio,Fantasy Flight Games,Hardcover,315,3.83,0
1121,404,1861,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Magazine of Fantasy & Science Fiction, June 1984",Edward L. Ferman,"Mercury Press, Inc.",Paperback,162,3.86,0
1124,404,1870,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Christmas Fantasy,K.T. Grant,Decadent Publishing,ebook,69,2.75,0
1127,404,1891,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Best of Science Fiction and Fantasy,Richard Curtis,Phoenix Audio,Audiobook,6,3.59,0
1128,404,1897,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Magic Touch: 11 Urban/Paranormal Fantasy Novels,Becca Mills,,ebook,,3.71,0
1129,404,1904,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Dedalus Book of Polish Fantasy,Wiesiek Powaga,Hippocrene Books,Paperback,378,4.07,0
1139,404,2007,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Shining Isle: An Urban Fantasy,Ly de Angeles,,Paperback,,4.34,0
1140,404,2010,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Best of Marion Zimmer Bradley Fantasy Magazine Volume 1,Marion Zimmer Bradley,Aspect,Paperback,256,3.9,0
1149,404,2124,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Compleat Werewolf and Other Stories of Fantasy and Science Fiction,Anthony Boucher,Carroll & Graf Publishers,Mass Market Paperback,256,3.87,0
1155,404,2191,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Year's Best Science Fiction & Fantasy, 2010",Rich Horton,Prime Books,Paperback,541,3.53,0
1156,404,2195,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Discoveries In Fantasy,Lin Carter,,,243,3.81,0
1157,404,2197,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Every Woman's Fantasy,Vicki Lewis Thompson,Harlequin Books,Paperback,267,3.48,0
1159,404,2200,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Supernatural Bounty Hunter Files: Special Edition Fantasy Bundle, Books 1 thru 5",Craig Halloran,Two-Ten Book Press,Kindle Edition,626,4.11,0
1160,404,2202,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Year's Best Fantasy 9,David G. Hartwell,Tor Books,Paperback,480,3.72,0
1161,404,2229,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Year's Best Science Fiction & Fantasy, 2013",Rich Horton,Prime Books,Paperback,573,3.73,0
1164,404,2240,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,THE CASPAK TRILOGY : The Fantasy Novel -,Edgar Rice Burroughs,Unsecretbooks,ebook,1078,3.89,0
1167,404,2279,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Penguin Book Of Modern Fantasy By Women,A. Susan Williams,Penguin,,560,3.96,0
1172,404,2303,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Cinderella Fantasy,Sara Jane Stone,CreateSpace Independent Publishing Platform,Paperback,204,3.99,0
1177,404,2347,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Japan Final Fantasy,Yoshitaka Amano,,,112,4.59,0
1178,404,2349,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Fire and Fantasy,C.K. Dawn,Carter & Bradley Publishing,Kindle Edition,3664,4.24,0
1179,404,2375,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Year's Best Science Fiction & Fantasy, 2014",Rich Horton,Prime Books,Paperback,575,3.65,0
1180,404,2380,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Caged View: A Collection of Urban Fantasy Short Stories,Kenya Wright,Dragonfairy Press,Kindle Edition,108,3.97,0
1183,404,2416,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Burning Wheel Fantasy Roleplaying System Gold Edition,Luke Crane,,Hardcover,600,4.26,0
1184,404,2427,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Fire Opal (A  dark fantasy novel),Connie Flynn,CKF Enterprises,Kindle Edition,416,3.46,0
1191,404,2471,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Finding Her Fantasy,Trista Ann Michaels,Liquid Silver Books,Kindle Edition,122,3.91,0
1193,404,2504,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Dragon's Kin: Fantasy,Anne McCaffrey,Corgi,Paperback,,3.9,0
1194,404,2507,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Princess and Curdie: A Children's Classic Fantasy Novel,George MacDonald,CreateSpace Independent Publishing Platform,Paperback,110,4.06,0
1197,404,2571,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Year's Best Science Fiction & Fantasy, 2012",Rich Horton,Prime Books,Paperback,544,3.69,0
1198,404,2573,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Wizards Of Odd: Comic Tales Of Fantasy,Peter Haining,,,,3.72,0
1199,404,2581,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"The Year's Best Science Fiction & Fantasy, 2009",Rich Horton,Prime Books,Paperback,541,3.77,0
1203,404,2606,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Solaris Book of New Fantasy,George Mann,Solaris,Mass Market Paperback,503,3.44,0
1205,404,2611,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Best American Science Fiction and Fantasy 2017,John Joseph Adams,Mariner Books,Paperback,354,3.75,0
1207,404,2653,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Year's Best Fantasy 8,David G. Hartwell,Tachyon Publications,Paperback,375,3.73,0
1209,404,2682,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Bastard's Blade: A Medieval Fantasy Romance,Luca Thrace,Createspace Independent Publishing Platform,Kindle Edition,322,4.2,0
1210,404,2692,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Complete Guide to Writing Fantasy: Alchemy with Words,Darin Park,Dragon Moon Press,Paperback,361,3.83,0
1211,404,2695,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Year's Best Fantasy 5,David G. Hartwell,Harper Voyager,Paperback,512,3.66,0
1212,404,2696,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"My Secretary, Her Fantasy",Eve Langlais,Cobblestone Press,ebook,,3.47,0
1213,404,2697,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Year's Best Fantasy 6,David G. Hartwell,Tachyon Publications,Paperback,355,3.68,0
1218,404,2730,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,A Midwinter Fantasy,Leanna Renee Hieber,"Dorchester Publishing Company, Inc.",ebook,336,3.61,0
1221,404,2761,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Azad: a Flight of Desi Fantasy,Sanjiv Behera,Rickshaw Books,Paperback,96,4,0
1222,404,2801,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"Fantasy Magazine, October 2014: Women Destroy Fantasy! Special Issue",Cat Rambo,John Joseph Adams,Kindle Edition,318,4.08,0
1226,404,2839,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Changeling Sea (Firebird Fantasy),Patricia A. McKillip,Firebird,Kindle Edition,142,4.06,0
1228,404,2850,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Mad Gods & Englishmen: A Fantasy,Ian Armer,Roundfire Books,Paperback,127,3.78,0
1229,404,2859,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon,Dark Horse,Paperback,159,3.46,0
1233,404,2922,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,Witches and Warriors: 5 Fantasy Novels,Annie Bellet,Cornucopia Press,Kindle Edition,1291,3.96,0
1239,404,2989,The Amazing Spider-Man & Amazing Fantasy No.15,,Barnes & Noble,Kindle,245,4.2,"Magic, Myth & Majesty (7 Fantasy Novels)",David Dalglish,Steel Magnolia Press,Kindle Edition,,3.6,0
100,407,885,Final Fantasy XV: Standard Edition,Piggyback,Piggyback,Hardcover,320,4.5,Lightning Returns: Final Fantasy XIII: The Complete Official Guide - Collector's Edition,Piggyback,Piggyback,Hardcover,352,4.38,0
204,407,1866,Final Fantasy XV: Standard Edition,Piggyback,Piggyback,Hardcover,320,4.5,Final Fantasy X: The Official Strategy Guide,Piggyback,Piggyback Interactive,Paperback,228,4.43,0
320,407,2616,Final Fantasy XV: Standard Edition,Piggyback,Piggyback,Hardcover,320,4.5,Final Fantasy XIII: Complete Official Guide - Collector's Edition,Piggyback,Piggyback,Hardcover,272,4.33,0
245,408,2198,The Year’s Best Dark Fantasy & Horror 2017 Edition,Paula Guran,Prime Books,Hardcover,528,3,"The Year's Best Dark Fantasy & Horror, 2015 Edition",Paula Guran,Prime Books,Kindle Edition,576,3.61,0
240,409,2117,The Dreamer and the Fantasy Relationship,Natalie Lue,CreateSpace Independent Publishing Platform,Hardcover,262,4.3,The Dreamer and the Fantasy Relationship,Natalie Lue,,Kindle Edition,234,4.28,1
1244,417,624,"Fantasy & Legend Scroll Saw Puzzles: Patterns & Instructions for Dragons, Wizards & Other Creatures of Myth",,Fox Chapel Publishing,Paperback,80,4.8,Stories about Stories: Fantasy and the Remaking of Myth,Brian Attebery,"Oxford University Press, USA",Paperback,240,4.24,0
1247,417,916,"Fantasy & Legend Scroll Saw Puzzles: Patterns & Instructions for Dragons, Wizards & Other Creatures of Myth",,Fox Chapel Publishing,Paperback,80,4.8,Fantasy Art Masters:  The Best Fantasy and Science Fiction Artists Show How They Work,Dick Jude,Watson-Guptill Publications,Paperback,144,3.93,0
1252,417,2042,"Fantasy & Legend Scroll Saw Puzzles: Patterns & Instructions for Dragons, Wizards & Other Creatures of Myth",,Fox Chapel Publishing,Paperback,80,4.8,Fantasy Girls: Gender in the New Universe of Science Fiction and Fantasy Television,Elyce Rae Helford,Rowman & Littlefield Publishers,Paperback,250,3.79,0
119,419,1074,Your Presidential Fantasy Dream Team,Daniel O'Brien,Crown Books for Young Readers,Kindle,272,4.6,Your Presidential Fantasy Dream Team,Daniel  O'Brien,Crown Books for Young Readers,Hardcover,272,4.07,1
235,426,2013,FINAL FANTASY X-2 Limited Edition,Dan Birlew,BRADY GAMES,Kindle,96,4.6,Final Fantasy X-2 Official Strategy Guide,Dan Birlew,BradyGames,Paperback,352,4.07,0
315,436,2615,Grimgar of Fantasy and Ash (Light Novel) Vol. 8,Ao Jyumonji,Seven Seas,Kindle,280,,Grimgar of Fantasy and Ash: Volume 3,Ao Jyumonji,J-Novel Club,Kindle Edition,280,4.26,0
384,436,2888,Grimgar of Fantasy and Ash (Light Novel) Vol. 8,Ao Jyumonji,Seven Seas,Kindle,280,,"Grimgar of Fantasy and Ash, Vol. 1",Ao Jyumonji,Yen Press,Paperback,224,3.43,0
140,439,1270,Fighting Fantasy: House of Hell,Steve Jackson,Scholastic,Paperback,300,5,Fighting Fantasy: The Introductory Role-playing Game,Steve   Jackson,Puffin Books,Paperback,240,3.56,0
331,439,2659,Fighting Fantasy: House of Hell,Steve Jackson,Scholastic,Paperback,300,5,Titan: The Fighting Fantasy World,Steve   Jackson,Puffin Books,Paperback,,3.95,0
370,451,2847,Grimgar of Fantasy and Ash (Light Novel) Vol. 7,Ao Jyumonji,Seven Seas,Kindle,280,,Grimgar of Fantasy and Ash: Volume 2,Ao Jyumonji,J-Novel Club,Kindle Edition,280,4.1,0
326,478,2622,Final Fantasy VII Official Strategy Guide (Official Strategy Guides) (v. 2),David Cassady,BRADY GAMES,Kindle,320,4.3,Final Fantasy XII: Signature Series Guide,David Cassady,Brady Games,Paperback,352,4.2,0
348,487,2762,Final Fantasy Type-0,Hiroki Chiba,Yen Press,Kindle,192,4.3,Final Fantasy Type-0,Hiroki Chiba,Yen Press,Paperback,192,3.24,1
75,488,663,Fantasies of a Bollywood Love Thief: Inside the World of Indian Moviemaking,Stephen Alter,Mariner Books,Kindle,260,4.7,Fantasies of a Bollywood Love Thief: Inside the World of Indian Moviemaking,Stephen Alter,Mariner Books,Paperback,272,3.43,1
334,497,2681,"Final Fantasy Type-0 Side Story, Vol. 1: The Ice Reaper (Final Fantasy 0-Type)",Tetsuya Nomura,Yen Press,Paperback,176,5,"Final Fantasy Type-0 Side Story, Vol. 1: The Ice Reaper",Tetsuya Nomura,Yen Press,Paperback,176,3.96,1
108,509,957,Fantasy Cross Stitch,Lesley Teare,David & Charles,Kindle,112,4.3,Fantasy Cross Stitch,Lesley Teare,David & Charles Publishers,Hardcover,105,3.85,1
53,518,478,The Fantasy Football Black Book 2017 (Fantasy Black Book),Joe Pisapia,Independently published,Paperback,73,3.3,The Fantasy Baseball Black Book 2017 Edition (Fantasy Black Book 10),Joe Pisapia,,Kindle Edition,182,3.88,0
193,519,1713,"Fantasies of the Master Race: Literature, Cinema, and the Colonization of American Indians",Ward Churchill,City Lights Publishers,Paperback,261,4.1,"Fantasies of the Master Race: Literature, Cinema & the Colonization of American Indians",Ward Churchill,City Lights Publishers,Paperback,261,3.88,1
230,527,2011,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,Hardcover,576,3.9,The Year's Best Science Fiction & Fantasy 2016,Rich Horton,Prime Books,Paperback,576,3.7,1
11,527,212,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,Hardcover,576,3.9,Unplugged: The Web's Best Sci-Fi & Fantasy: 2008 Download,Rich Horton,Wyrm Publishing,Paperback,295,3.66,0
228,527,2002,8: The Year's Best Science Fiction & Fantasy 2016 Edition (Year's Best Science Fiction and Fantasy),Rich Horton,Prime Books,Hardcover,576,3.9,The Year's Best Science Fiction & Fantasy 2015 Edition,Rich Horton,Prime Books,Kindle Edition,576,3.63,0
