Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
The Realmgate Wars: Volume 2,C L Werner,Games Workshop,2018-9-4,Hardcover,960.0,
"Luna Marine (The Heritage Trilogy, Book 2)",Ian Douglas,Avon Eos,,Paperback,416.0,4.2
Shadow Ops: Breach Zone,Myke Cole,Ace,2014-1-28,Kindle,384.0,4.4
Tale of Genji: The Arthur Waley Translation of Lady Murasaki's Masterpiece with a new foreword by Dennis Washburn (Tuttle Classics),Murasaki Shikibu,Tuttle Publishing,2010-3-10,Hardcover,1184.0,3.6
"Alector's Choice (Corean Chronicles, Book 4)",L. E. Modesitt Jr.,Tor Fantasy,2006-4-4,Hardcover,640.0,4.4
"Traitor’s Knot: Fourth Book of The Alliance of Light (The Wars of Light and Shadow, Book 7) (The Wars of Light and Shadow series) (Bk. 4)",Janny Wurts,HarperVoyager,2005-8-1,Paperback,656.0,4.3
"Fortress Draconis (The DragonCrown War Cycle, Book 1)",Michael A. Stackpole,Spectra,2002-10-29,Kindle,736.0,3.3
The Gradual,Christopher Priest,Titan Books,2017-7-18,Paperback,400.0,3.7
The Cthulhu Campaigns: Ancient Rome (Dark Osprey),Mark Latham,Osprey Games,2016-11-22,Paperback,76.0,4.0
"Lord of the Silent Kingdom (Instrumentalities of the Night, Bk. 2)",Glen Cook,Tor Fantasy,2008-1-2,Kindle,640.0,4.0
Blood of the Emperor: The Annals of Drakis: Book Three,Tracy Hickman,DAW,2013-6-4,Hardcover,448.0,3.6
Ulrika the Vampire (Warhammer Chronicles),Nathan Long,Games Workshop,2018-7-10,Hardcover,816.0,
The Wolf Sea. Robert Low (Oathsworn),Robert Low,HarperTorch,2008-9-30,Kindle,400.0,4.3
I'll Be Back: A Striker's Universe Novella,Cory Gaffner,Cory Gaffner,2018-1-22,Kindle,133.0,5.0
The Grand Design - Book Two of Tyrants and Kings,John Marco,Bantam,2001-1-2,Paperback,785.0,4.0
Sung in Blood,Glen Cook,Night Shade Books,2014-5-6,Paperback,176.0,3.5
Red Mars,Kim Stanley Robinson,Harper Voyager,2009-7-1,Kindle,672.0,3.9
Double Eagle,Dan Abnett,Games Workshop,2005-8-9,Kindle,416.0,4.3
Death on the Pitch - A Blood Bowl Anthology,Josh Reynolds,Games Workshop,2018-12-11,Paperback,960.0,
"Warhost of Vastmark (The Wars of Light and Shadow, Book 3) (The Wars of Light and Shadow series)",Janny Wurts,HarperVoyager,2004-11-1,Paperback,576.0,4.5
The Saints of the Sword : Book Three of Tyrants and Kings,John Marco,Bantam,2001-11-27,Hardcover,720.0,4.4
Inferno #1,Josh Reynolds,Games Workshop,2018-9-4,Hardcover,256.0,
The Escapement (Engineer Trilogy),K. J. Parker,Orbit,2007-12-14,Paperback,432.0,3.7
"Hopebreaker (The Great Iron War, Book 1)",Dean F. Wilson,Dioscuri Press,2014-12-15,Hardcover,222.0,4.1
"They Also Serve (Society of Humanity, Bk. 3)",Mike Moscoe,Ace,2001-1-1,Paperback,368.0,4.4
Heike Story: A Modern Translation of the Classic Japanese Tale of Love and War (Tuttle Classics),Eiji Yoshikawa,Tuttle Publishing,2011-4-10,Paperback,576.0,3.5
A Clash of Kings: Book 2 of a Song of Ice and Fire,George R. R. Martin,HarperCollins Publishers,2011-9-1,Kindle,928.0,4.6
Necropolis (Gaunt's Ghosts),Dan Abnett,Games Workshop,2015-8-4,Paperback,416.0,4.8
Magefall (The Age of Dread),Stephen Aryan,Orbit,2018-9-4,Kindle,512.0,
Rebellion of the Black Militia,Richard Nell,Independently published,2017-11-3,Kindle,130.0,4.4
Legacies: A Corean Chronicles Novel,L. E. Modesitt Jr.,Tor Fantasy,2017-6-27,Kindle,608.0,4.2
Shaman's Crossing (The Soldier Son Trilogy),Robin Hobb,Voyager,2006-7-3,Hardcover,640.0,3.4
Night Witches,Mirren Hogan,Sands Press,2017-3-17,Paperback,208.0,4.7
In Her Name Legend Of The Sword,Michael R. Hicks,Imperial Guard Publishing,2012-2-16,Kindle,320.0,4.6
In Her Name Dead Soul,Michael R Hicks,Imperial Guard Publishing,2012-2-15,Hardcover,260.0,4.6
"The Collected John Carter of Mars, Vol. 2: Thuvia, Maid of Mars / The Chessmen of Mars / The Master Mind of Mars / A Fighting Man of Mars",Edgar Rice Burroughs,Disney Editions,2012-2-7,Kindle,963.0,4.2
Hammerhal (Black Library Summer Reading),Josh Reynolds,Games Workshop,2018-7-10,Kindle,128.0,
The Jackal of Nar -Book One of Tyrants and Kings,John Marco,Bantam Spectra Fantasy,2000-2-1,Paperback,754.0,3.9
"The Center Cannot Hold (American Empire, Book Two) (Southern Victory: American Empire)",Harry Turtledove,Del Rey,2003-7-1,Hardcover,640.0,4.0
Elf Warfare (Open Book),Chris Pramas,Osprey Publishing,2017-6-20,Kindle,64.0,4.1
Spartacus: Morituri,Mark Morris,Titan Books,2012-8-21,Kindle,320.0,4.2
The United States of Atlantis,Harry Turtledove,Ace,2009-12-1,Paperback,480.0,3.9
The Whale Road. Robert Low (The Oathsworn Series),Robert Low,Harper,2007-8-1,Kindle,400.0,3.9
Caspian Gates: Warrior of Rome: Book 4,Harry Sidebottom,The Overlook Press,2013-2-26,Paperback,432.0,3.9
The Shadow's Heart (The Risen Sun),K. J. Taylor,Ace,2014-12-30,Hardcover,464.0,3.4
God's War: Bel Dame Apocrypha Volume 1,Kameron Hurley,Night Shade Books,2011-2-1,Hardcover,288.0,4.0
"The Collected John Carter of Mars, Vol. 3",Edgar Rice Burroughs,Disney Editions,2012-2-7,Hardcover,912.0,4.3
The Folding Knife,K. J. Parker,Orbit,2010-2-22,Kindle,464.0,4.2
Needle Ash Book 3: Shadows Rise,David V. Stewart,Independently published,2018-1-15,Kindle,131.0,5.0
Blue Plague: Hope (Volume 7),Thomas A Watson,CreateSpace Independent Publishing Platform,2016-11-15,Paperback,632.0,4.7
The Complete Navarone,Alistair MacLean,Harper,2011-5-12,Paperback,864.0,4.2
American Craftsmen: A Novel (American Craft Series),Tom Doyle,Tor Fantasy,2015-6-30,Kindle,432.0,4.2
"The Ships of Merior (The Wars of Light and Shadow, Book 2) (The Wars of Light and Shadow series)",Janny Wurts,HarperVoyager,2004-11-1,Kindle,752.0,4.0
Plague Garden (Hallowed Knights),Josh Reynolds,Games Workshop,2017-12-5,Paperback,416.0,
Angels & Patriots: Book One,Salina B Baker,Culper Press,2017-12-5,Kindle,,4.4
"Tomorrow, the Killing: Low Town 2",Daniel Polansky,Hodder,2014-4-1,Kindle,368.0,4.3
First and Only (Gaunt's Ghosts),Dan Abnett,Games Workshop,2015-2-24,Kindle,416.0,4.3
The Fathomless Caves: Book Six of the Witches of Eileanan,Kate Forsyth,Ace,2002-11-5,Hardcover,389.0,4.9
The Vampire Genevieve (Warhammer Novels),Jack Yeovil,Games Workshop,2005-12-20,Paperback,768.0,3.7
The Texas Campaign (The Great Martian War),Jonathan Cresswell-Jones,Zmok Books,2018-5-22,Paperback,325.0,
"Grand Conspiracy: Second Book of The Alliance of Light (The Wars of Light and Shadow, Book 5) (The Wars of Light and Shadow series) (Bk. 2)",Janny Wurts,HarperVoyager,2007-11-5,Hardcover,656.0,4.8
Ordermaster (Saga of Recluce),L. E. Modesitt Jr.,Tor Fantasy,2005-12-27,Kindle,608.0,4.6
"Ninth City Burning (War of the Realms Novel, A)",J. Patrick Black,Ace,2017-6-6,Hardcover,544.0,3.9
Evil for Evil (Engineer Trilogy),K. J. Parker,Orbit,2007-11-21,Hardcover,704.0,3.8
In Her Name: Confederation,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Hardcover,302.0,4.6
Banner of the Damned,Sherwood Smith,DAW,2013-4-2,Hardcover,800.0,3.7
SEAL Team 13 (SEAL Team 13 series),Evan Currie,47North,2013-11-5,Hardcover,336.0,4.0
Birthrights (Revisions to the Truth),J. Kyle McNeal,Elevate Fiction,2017-6-6,Hardcover,552.0,4.4
As Time Goes By,Annie Groves,HarperCollins,2008-2-18,Kindle,512.0,4.3
Sharpe's Havoc (The Sharpe Series),Bernard Cornwell,Harper,2011-9-1,Hardcover,368.0,4.5
The Elder Gods,David Eddings,Voyager,2005-1-3,Kindle,512.0,3.5
In Her Name: Final Battle,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Paperback,252.0,4.5
In Her Name: The Last War,Michael R. Hicks,Imperial Guard Publishing,2012-3-20,Paperback,796.0,4.6
Baltic Gambit (Vampire Earth),E.E. Knight,Ace,2015-4-7,Hardcover,320.0,3.6
Champions of Chaos (Warhammer Chronicles),Darius Hinks,Games Workshop,2018-4-17,Hardcover,944.0,
Renegade's Magic (Soldier Son Trilogy),Robin Hobb,Harper Voyager,2008-7-1,Kindle,760.0,3.6
City of Broken Magic,Mirah Bolender,Tor Books,2018-11-20,Paperback,400.0,
Cursed Towers (Witches of Eileanan),Kate Forsyth,Ace,2000-5-1,Hardcover,560.0,4.7
Sharpe's Rifles (The Sharpe Series),Bernard Cornwell,Harper,2011-9-1,Paperback,352.0,4.5
City of Secrets (Black Library Summer Reading),Nick Horth,Games Workshop,2018-7-10,Kindle,128.0,
"Swords of the Legion (The Videssos Cycle, Book 4)",Harry Turtledove,Del Rey,1987-9-12,Hardcover,408.0,4.7
Kings of Morning (Macht Trilogy),Paul Kearney,Solaris,2011-7-14,Paperback,448.0,4.4
Dragondoom: A Novel of Mithgar,Dennis L. McKiernan,Ace,2002-5-1,Paperback,544.0,4.5
"Fugitive Prince: First Book of The Alliance of Light (The Wars of Light and Shadow, Book 4) (The Wars of Light and Shadow series) (Bk. 1)",Janny Wurts,HarperVoyager,2007-11-5,Hardcover,576.0,4.3
Alien vs. Alien (Alien Novels),Gini Koch,DAW,2012-12-4,Paperback,512.0,4.5
"When Dragons Rage (The Dragoncrown War Cycle, Book 2)",Michael A. Stackpole,Spectra,2002-11-26,Paperback,480.0,4.6
Missives from the Green Campaign (The Omnidawn Fabulist Fiction Prize),David Michael Armstrong,Omnidawn,2017-10-3,Kindle,64.0,
Where the Heart Is,Annie Groves,HarperCollins,2010-2-18,Paperback,432.0,4.8
The Grand Crusade (DragonCrown War Cycle),Michael A. Stackpole,Spectra,2004-8-31,Paperback,704.0,3.6
Prize of Gor (Gorean Saga),John Norman,Open Road Media Sci-Fi & Fantasy,2014-5-13,Kindle,724.0,3.1
Grimblades (Warhammer: Empire Army),Nick Kyme,Games Workshop,2010-7-27,Paperback,416.0,4.4
Overlords of the Iron Dragon (Kharadron Overlords),C L Werner,Games Workshop,2018-5-15,Paperback,352.0,
"Stormed Fortress (Alliance of Light, Vol. 5) (Bk. 5)",Janny Wurts,HarperVoyager,2008-11-3,Paperback,656.0,4.3
"Peril’s Gate: Third Book of The Alliance of Light (The Wars of Light and Shadow, Book 6) (The Wars of Light and Shadow series)",Janny Wurts,HarperVoyager,2007-11-5,Kindle,784.0,4.2
Call to Arms (Empire Army),Mitchel Scanlon,Games Workshop,2010-2-23,Kindle,320.0,3.9
Warriors of Ultramar (Ultramarines),Graham McNeill,Games Workshop,2015-6-23,Kindle,480.0,4.0
The Redemption of Althalus,David Eddings,Voyager,2001-7-2,Hardcover,928.0,3.7
The Lion of the Cross: Tales of a Templar Knight,T M Carter,TM Carter,2014-10-9,Kindle,372.0,4.4
Demon,Erik Williams,Harper Voyager Impulse,2014-11-11,Hardcover,384.0,4.4
The Dinosaur Princess (The Dinosaur Lords),Victor Milán,Tor Fantasy,2018-6-26,Hardcover,560.0,4.3
Lord Hades: Science fiction and fantasy series (Tales of Cinnamon City) (Volume 4),Peter James West,CreateSpace Independent Publishing Platform,2016-11-10,Kindle,266.0,5.0
Surrender to the Will of the Night (Instrumentalities of the Night),Glen Cook,Tor Fantasy,2011-11-1,Kindle,656.0,4.0
Decay Inevitable,Conrad A Williams,Solaris,2009-12-29,Kindle,416.0,4.4
Egil's Saga,E. R. Eddison,HarperCollins Publishers Ltd,2014-9-11,Kindle,392.0,5.0
The Lioness (DragonLance: The Age of Mortals),Nancy Varian Berberick,Wizards of the Coast,2002-6-1,Hardcover,320.0,4.2
Assassin's Apprentice (The Farseer Trilogy),Robin Hobb,Voyager,1996-3-1,Hardcover,480.0,4.4
Sentinel Code: The Dragon Striker Chronicles Book One,Dan Van Werkhoven,Mark IV Multimedia,2017-11-30,Paperback,308.0,4.6
Sea of Glass,Barry Longyear,Open Road Distribution,2016-4-12,Kindle,388.0,4.4
The Shadow Above the Flames,Daniel Swenson,Immortal Works LLC,2017-6-6,Kindle,,4.2
Peter,Dan Dismuke,Apollo Communications,2018-2-2,Hardcover,184.0,
The Butcher's Bill,David Drake,Baen,1998-11-1,Hardcover,416.0,4.1
"Grey Hunter (Space Wolf Series / Warhammer 40,000)",William King,Games Workshop,2002-2-26,Paperback,288.0,3.7
Kindling For The Devil's Fires,Roy M. Campbell,BookSurge Publishing,2006-8-15,Hardcover,284.0,4.6
Shadow Fox: Sons of Liberty,Ron Hardman,Fox Run Press,2010-7-1,Paperback,186.0,5.0
Sectors (Volume 1),Harule Stokes,Wave One Publishing,2013-6-17,Kindle,578.0,4.4
Gallow: The Crimson Shield,Nathan Hawke,Gollancz,2013-8-20,Paperback,320.0,4.2
"Gulf Run (Demontech, Book 3)",David Sherman,Del Rey,2003-12-30,Paperback,352.0,4.8
Grailstone Gambit (Outlanders),James Axler,Gold Eagle,2008-2-12,Kindle,320.0,4.1
"Sharpe's Gold: Richard Sharpe and the Destruction of Almeida, August 1810 (The Sharpe Series)",Bernard Cornwell,Harper,2012-3-1,Hardcover,304.0,4.3
The Tyranny of the Night: Book One of the Instrumentalities of the Night,Glen Cook,Tor Books,2010-4-13,Kindle,432.0,3.3
The Gates of Hell: A Novel of the Roman Empire (The Shards of Heaven),Michael Livingston,Tor Books,2017-10-24,Paperback,384.0,4.8
Tales of the Knights Templar,Katherine Kurtz,Warner Books,1995-6-1,Hardcover,307.0,3.5
Garrison Girl: An Attack on Titan Novel,Rachel Aaron,Quirk Books,2018-8-7,Hardcover,240.0,
Fariidinus Book 2: Sisters of the Blood (Volume 2),L. E. Parr,CreateSpace Independent Publishing Platform,2016-11-18,Hardcover,467.0,5.0
The Broken Lance (Warhammer),Nathan Long,Games Workshop,2005-11-29,Kindle,256.0,3.9
"The Once and Future King, Complete Edition",T. H. White,HarperCollins,1996-12-2,Hardcover,832.0,4.2
State of the Artt,Michael Reagan,Apollo Communications,2017-6-20,Hardcover,,
"1: The Collected John Carter of Mars (A Princess of Mars, Gods of Mars, and Warlord of Mars)",Edgar Rice Burroughs,Disney Editions,2012-2-7,Paperback,768.0,4.4
Luck of the Wheels (The Ki and Vandien Quartet),Megan Lindholm,HarperCollins,2002-7-1,Hardcover,416.0,4.2
"When the Heavens Fall: The Chronicles of the Exile, Book One",Marc Turner,Tor Fantasy,2016-2-2,Kindle,736.0,3.6
Flight to Mons,Alexander Fullerton,"Little, Brown Book Group",2004-3-1,Hardcover,298.0,5.0
Victory of Eagles (The Temeraire Series),Naomi Novik,Harper Voyager,2009-1-1,Paperback,352.0,4.4
Dying to Live,L. J. Dionne,Life Journey Publishing,2015-9-1,Hardcover,450.0,5.0
Camelot's Shadow,Sarah Zettel,HarperCollins Publishers Ltd,2005-4-27,Paperback,464.0,5.0
Gallow: Cold Redemption,Nathan Hawke,Gollancz,2013-9-24,Hardcover,320.0,4.2
Them Invasion: Zombie Apocalypse,M D Massey,Modern Digital Publishing,2016-3-26,Kindle,186.0,
Reckoning Book Two of Chronicles of the Dragonoid,Brian Rankin,"Page Publishing, Inc.",2017-9-21,Kindle,,4.0
The Winter Road,Adrian Selby,Orbit,2018-11-13,Kindle,432.0,
Red Smoke: A Buck Wood's Novel,Miles D. Fleming,BookSurge Publishing,2006-9-1,Paperback,308.0,5.0
The Golden Kingdom: Z,Jeremy Jaynes,Phoenix One Media LLC,2012-6-5,Kindle,368.0,5.0
Transport,Peter Welmerink,"Seventh Star Press, LLC",2014-5-14,Hardcover,186.0,4.5
Shadows Collide (Psionic Earth),Dan Levinson,Jolly Fish Press,2015-9-22,Kindle,328.0,5.0
Collide (The Solomon Experiments) (Volume 1),Christine Fonseca,CreateSpace Independent Publishing Platform,2014-7-7,Hardcover,264.0,4.0
Across The Realm: Life Always Finds A Way,Isobel Mitton,Mhumbi Publishing,2015-10-30,Hardcover,335.0,
The Kingdom of America,E. B. Alston,Righter Publishing Company,2005-5-31,Kindle,360.0,2.8
The Long Ships: A Saga of the Viking Age,Frans Gunnar Bengtsson,HarperCollins Publishers Ltd,1984-4-26,Kindle,480.0,4.6
Sharpe's Trafalgar (The Sharpe Series),Bernard Cornwell,Harper,2011-9-1,Kindle,384.0,4.5
Doom of the Elves,Gav Thorpe,Games Workshop,2016-3-24,Paperback,920.0,
The Vril Codex,Ben Manning,Double Dragon Publishing,2015-11-12,Hardcover,230.0,3.6
Summa Elvetica: A Casuistry of the Elvish Controversy (Arts of Dark and Light),Vox Day,Castalia House,2017-1-10,Paperback,520.0,4.6
Flight of the Nighthawks (Darkwar),Raymond E Feist,Voyager,2006-9-1,Kindle,432.0,4.1
The Last Vampire (Annals of Alchemy and Blood #1),Patricia Rosemoor,Del Rey,2008-6-24,Paperback,352.0,3.0
Empire of Silver (Conqueror),Conn Iggulden,Harper,2011-9-1,Paperback,416.0,4.6
Canticle: The Second Volume of The Palms of Isaac (The Psalms of Isaak),Ken Scholes,Tor Books,2009-10-13,Paperback,384.0,4.2
"Perhaps Heaven: The Story of a Warrior's Life and His Journey to Immortality, Book I",John David Saxxon,Wheatmark,2008-12-15,Paperback,456.0,5.0
Military Anecdotes,Geoffrey Regan,Carlton Publishing Group,2002-10-28,Paperback,18.0,5.0
Hero!,Dave Duncan,Open Road Media Sci-Fi & Fantasy,2014-5-27,Kindle,370.0,3.3
Lords of the Dead,Josh Reynolds,Games Workshop,2016-1-14,Kindle,928.0,
Ironcrown Moon (The Boreal Moon Tale),Julian May,Voyager,2005-10-3,Paperback,512.0,3.4
"Under the Ember Star: A Science Fantasy Novel / The Battle for Eden: The Human-Knacker War, Book Three (Wildside Double #25)",Charles Allen Gramlich,Borgo Press,2012-3-29,Hardcover,284.0,5.0
"The Awakened, Books 1-3 (The History / The Prophecy / The Awakened)",Jason Tesar,"4shadow, llc",2010-10-24,Kindle,574.0,4.2
Krondor: The Assassins (The Riftwar Legacy),Raymond E. Feist,Voyager,2003-9-4,Hardcover,368.0,4.2
Aphrodite’s Smile,Stuart Harrison,HarperCollins,2011-7-4,Hardcover,448.0,3.6
Earth Protector: The Psychic Soldier Series Book 4,Martin Ettington,Independently published,2017-11-21,Paperback,134.0,5.0
Fighting for Right: The Psychic Soldier Series-Book 3,Martin K Ettington,Independently published,2017-11-7,Kindle,180.0,5.0
"The Last War: Book Five, Prince of Jiran: A Penrhy prince caught between duty and desire. Can he win this battle? (Volume 5)",Sylvie Grayson,Great Western Publishing,2017-12-7,Paperback,332.0,4.5
THE UNHOLY INTERVENTION,Akshat Pandey,Independently published,2017-6-5,Hardcover,119.0,5.0
Rules of War,Iain Gale,HarperCollins,2009-4-16,Paperback,336.0,4.0
Gallow: The Last Bastion,Nathan Hawke,Gollancz,2013-10-22,Kindle,320.0,4.5
Sharpe's Eagle (The Sharpe Series),Bernard Cornwell,Harper,2011-9-1,Hardcover,336.0,4.5
Secrets of the Fire Sea,Stephen Hunt,Harper Voyager,2011-2-1,Hardcover,560.0,4.0
The Riss Gamble: Book I in the Riss series,C. R. Daems,CreateSpace Independent Publishing Platform,2013-7-1,Hardcover,262.0,4.1
Black Mad Wheel: A Novel,Josh Malerman,Ecco,2018-6-19,Hardcover,304.0,3.9
"El Salvador, testimonios de guerra (Spanish Edition)",Ariel Romero,lulu.com,2011-3-10,Kindle,232.0,5.0
The Tale of Genji: The Authentic First Translation of the World's Earliest Novel (Tuttle Classics),Murasaki Shikibu,Tuttle Publishing,2018-4-3,Paperback,224.0,
Mad Ship (The Liveship Traders),Robin Hobb,Harper Voyager,2012-4-1,Hardcover,912.0,4.6
Harlequin (Inqusition War Trilogy),Ian Watson,Games Workshop,2002-11-19,Kindle,288.0,3.2
"Romans, Go Home!: A Novel of the Frisian Revolts",Ingrid de Haas,Independently published,2017-4-18,Paperback,106.0,
The Blasted Lands (Tales of Cinnamon City),Peter James West,Independently published,2017-10-15,Kindle,310.0,
Up in the Hills,Lord Dunsany,Paul Dry Books,2008-10-1,Paperback,244.0,4.5
"Westbound, Warbound",Alexander Fullerton,"Little, Brown Book Group",2004-10-1,Paperback,288.0,3.8
In Search of Death,Craig R. E. Krohn,iUniverse,2014-7-28,Paperback,252.0,5.0
Tongues of Serpents (The Temeraire Series),Naomi Novik,Harper Voyager,2011-6-1,Kindle,352.0,3.5
Blue Devil Island,Stephen Mark Rainey,Crossroad Press,2015-12-12,Hardcover,244.0,4.1
Tour of Duty,Jan D. Hendrix,iUniverse,2012-6-1,Hardcover,352.0,5.0
Arcan: The Missing Nexus (Titan Saga),Julian Brooks,"Epoch Studios, LLC",2016-7-27,Hardcover,,5.0
Antiphon: The Psalms of Isaak,Ken Scholes,Tor Books,2011-8-2,Kindle,384.0,3.8
Guardian: A Novel,Erik Williams,Harper Voyager Impulse,2015-3-17,Paperback,336.0,4.0
The Keepers: Archer (Keepers Trilogy),Rae Rivers,HarperImpulse,2013-11-29,Paperback,398.0,4.5
The Court of Hidden Faces: Large format edition (Fabled Lands),Jamie Thomson,Fabled Lands Publishing,2018-3-30,Paperback,104.0,
At the Gates of Darkness (The Riftwar Cycle: The Demonwar Saga Book 2),Raymond E. Feist,Harper Voyager,2011-3-1,Kindle,336.0,3.9
Imager's Intrigue: The Third Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2011-6-28,Paperback,608.0,4.4
ICO: Castle in the Mist,Miyuki Miyabe,Haikasoru,2011-8-16,Kindle,400.0,4.3
A Mighty Dawn (The Wanderer Chronicles),Theodore Brun,Corvus,2018-1-2,Paperback,608.0,4.4
Inda,Sherwood Smith,DAW,2007-8-7,Paperback,624.0,4.1
Imager's Battalion: The Sixth Book of the Imager Portfolio,L. E. Modesitt Jr.,Tor Fantasy,2013-10-29,Paperback,672.0,4.5
Kobolds & Cobblestones: Fantasy Gang Rumbles (Osprey Wargames),Robert Burman,Osprey Games,2018-1-23,Paperback,64.0,5.0
Ink Mage (A Fire Beneath the Skin),Victor Gischler,47North,2014-4-29,Kindle,400.0,4.2
Breakthroughs,Harry Turtledove,Del Rey Books,2001-7-3,Kindle,584.0,4.0
Assassin's Price (The Imager Portfolio),L. E. Modesitt Jr.,Tor Fantasy,2018-5-29,Kindle,624.0,4.4
Santa Olivia,Jacqueline Carey,Grand Central Publishing,2009-5-29,Paperback,341.0,4.2
Blue Plague: Rage (Blue Plague Book 4),Thomas A. Watson,Permuted Press,2018-1-16,Paperback,368.0,4.5
The Mongoliad (The Mongoliad Cycle),Neal Stephenson,47North,2013-2-26,Paperback,716.0,3.9
Age of Iron (Iron Age),Angus Watson,Orbit,2014-9-2,Paperback,576.0,3.6
Imager (Imager Portfolio #1),L. E. Modesitt Jr.,Tor Fantasy,2010-2-2,Kindle,512.0,4.2
The Shards of Heaven,Michael Livingston,Tor Books,2016-10-25,Paperback,416.0,4.2
"Darknesses (Corean Chronicles, Book 2)",L. E. Modesitt Jr.,Tor Fantasy,2004-5-16,Kindle,544.0,4.5
A Green and Ancient Light,Frederic S. Durbin,Saga Press,2017-6-13,Hardcover,320.0,4.6
Blue Plague: The Fall (Blue Plague Book 1),Thomas A. Watson,Permuted Press,2017-4-11,Kindle,368.0,3.9
The Great Martian War: Invasion,Scott Washburn,Zmok Books,2016-3-1,Hardcover,310.0,4.8
The White Order (Saga of Recluce #8),L. E. Modesitt Jr.,Tor Fantasy,1999-4-15,Paperback,468.0,4.6
"From Sawdust to Stardust: The Biography of DeForest Kelley, Star Trek's Dr. McCoy",Terry Lee Rioux,Gallery Books,2005-2-1,Kindle,362.0,4.3
The Realmgate Wars: Volume 1,Various,Games Workshop,2018-8-21,Kindle,960.0,
"Phoenix and Ashes (Elemental Masters, Book 3)",Mercedes Lackey,DAW,2005-10-4,Kindle,480.0,4.4
Wyrforra (Wyrforra Wars),McKenna Miller,Trifecta Publishing House,2017-8-17,Paperback,352.0,5.0
The Dark Glory War (A Prelude to the DragonCrown War Cycle),Michael A. Stackpole,Spectra,2000-2-29,Paperback,402.0,3.9
"Tale of the Thunderbolt (The Vampire Earth, Book 3)",E.E. Knight,Ace,2005-3-1,Kindle,352.0,4.3
Choice of the Cat: Book Two of the Vampire Earth,E.E. Knight,Ace,2004-5-4,Paperback,352.0,4.3
Blue Plague: Survival (Blue Plague Book 2),Thomas A. Watson,Permuted Press,2017-8-8,Hardcover,480.0,4.4
The War of Vengeance (Warhammer Chronicles),Nick Kyme,Games Workshop,2018-5-29,Paperback,816.0,
Blue Plague: Decisions (Blue Plague Book 5),Thomas A. Watson,Permuted Press,2018-4-24,Paperback,416.0,4.8
The Dragon Lords: Bad Faith,Jon Hollins,Orbit,2018-8-14,Hardcover,400.0,
Vicky Peterwald: Rebel (A Vicky Peterwald Novel),Mike Shepherd,Ace,2016-5-31,Kindle,352.0,4.3
"From Chaos Born (in Her Name: The First Empress, Book 1)",Michael R. Hicks,Imperial Guard Publishing,2013-1-20,Hardcover,290.0,4.6
Gemini Cell (Shadow Ops: Reawakening),Myke Cole,Ace,2015-1-27,Kindle,384.0,4.2
"Valentine's Rising (The Vampire Earth, Book 4)",E.E. Knight,Ace,2005-12-6,Hardcover,368.0,4.2
Soul of the World (The Ascension Cycle),David Mealing,Orbit,2017-6-27,Paperback,656.0,4.6
Gotrek and Felix: Volume 1 (Warhammer Chronicles),William King,Games Workshop,2018-10-16,Paperback,960.0,
The War Nerd Iliad,John Dolan,Feral House,2017-10-10,Kindle,260.0,4.9
The Lord-Protector's Daughter: The Seventh Book of the Corean Chronicles,L. E. Modesitt Jr.,Tor Fantasy,2009-11-3,Paperback,304.0,3.7
Devices and Desires (Engineer Trilogy),K. J. Parker,Orbit,2007-10-25,Kindle,672.0,3.4
"Cadmian's Choice: The Fifth Book of the Corean Chronicles (Corean Chronicles, Book 5)",L. E. Modesitt Jr.,Tor Fantasy,2007-5-29,Kindle,624.0,4.4
Siege Line (Shadow Ops: Reawakening),Myke Cole,Ace,2017-10-31,Hardcover,368.0,4.8
Tyrion & Teclis (Warhammer Chronicles),William King,Games Workshop,2018-12-25,Paperback,960.0,
Imager's Challenge: Book Two of the Imager Porfolio (The Imager Portfolio),L. E. Modesitt Jr.,Tor Fantasy,2010-9-28,Hardcover,576.0,4.3
Troy: Shield of Thunder,David Gemmell,Ballantine Books,2007-12-26,Kindle,510.0,4.6
Broken Legions: Fantasy Skirmish Wargames in the Roman Empire (Osprey Wargames),Mark Latham,Osprey Publishing,2016-8-23,Hardcover,64.0,4.4
Shadow Ops: Fortress Frontier,Myke Cole,Ace,2013-1-29,Kindle,368.0,4.5
Water Sleeps: A Novel of the Black Company (Chronicles of The Black Company),Glen Cook,Tor Fantasy,2000-3-15,Paperback,480.0,4.1
The Great Martian War: Counterattack,Scott Washburn,Zmok Books,2017-12-5,Hardcover,334.0,4.4
Javelin Rain (Shadow Ops: Reawakening),Myke Cole,Ace,2016-3-29,Kindle,352.0,4.1
Emerald Sea (Council Wars),John Ringo,Baen,2005-12-1,Hardcover,656.0,4.4
Katabasis (The Mongoliad Cycle),Joseph Brassey,47North,2013-10-29,Hardcover,422.0,4.0
Siege Perilous (The Mongoliad Cycle),E.D. deBirmingham,47North,2014-1-28,Hardcover,408.0,4.0
The Wolf (Under the Northern Sky),Leo Carew,Orbit,2018-4-3,Kindle,512.0,
A Throne of Bones (Arts of Dark and Light),Vox Day,Castalia House,2016-12-4,Hardcover,924.0,4.4
