_id,ltable_ID,rtable_ID,ltable_Name,ltable_Author,ltable_Publisher,ltable_Publishing_Date,ltable_Format,ltable_Pages,ltable_Rating,rtable_Name,rtable_Author,rtable_Publisher,rtable_Publishing_Date,rtable_Format,rtable_Pages,rtable_Rating
502,386,218,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Fantasy & Science Fiction, March/April 2013",Gordon Van Gelder,"Spilogale, Inc.",2013-03-01,Paperback,258.0,3.38
506,386,257,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,A Guide to Fantasy Literature: Thoughts on Stories of Wonder and Enchantment,Philip Martin,Crickhollow Books,2009-07-01,Paperback,147.0,3.8
508,386,282,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Mummy's Curse: the True History of a Dark Fantasy,Roger Luckhurst,Oxford University Press,2012-12-01,Hardcover,321.0,3.53
509,386,284,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Hard Curves: The Fantasy Art of Julie Bell,Julie Bell,Running Press,1996-08-12,Softcover,128.0,4.13
511,386,289,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Easy Way to Write Fantasy That Sells,Rob Parnell,R&R Books Film Music,2013-11-30,Kindle Edition,98.0,4.13
514,386,316,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Tales of Fantasy, Fables, and Fiction",Thomas H. Tribble,,,Kindle Edition,220.0,2.5
520,386,332,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Wise Woman and Other Fantasy Stories,George MacDonald,Lion Publishing,1981-10-30,Paperback,172.0,4.14
525,386,364,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Abarat and Other Fantasy Tales for Teens: Abarat/City of the Beasts/Coraline,Clive Barker,HarperCollins,2002-10-22,Hardcover,1024.0,4.22
526,386,366,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Oz and Beyond: The Fantasy World of L. Frank Baum,Michael O. Riley,University Press of Kansas,1997-08-01,Hardcover,288.0,3.78
527,386,369,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Writer's Guide to Fantasy Literature: From Dragon's Lair to Hero's Quest,Philip Martin,Watson-Guptill Publications,2002-01-01,Paperback,240.0,3.83
530,386,400,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Dare: Sensual Tales of Fantasy & Suspense,Jenny Schwartz,Jenny Schwartz,2014-10-30,Kindle Edition,300.0,3.88
534,386,437,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Fantasy Stories 11,Arthur W. Saha,DAW Books,1985-11-05,Paperback,238.0,3.08
535,386,447,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Mammoth Book of Great Fantasy,Mike Ashley,Robinson Publishing,2001-09-27,Paperback,512.0,3.43
537,386,478,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Fantasy Baseball Black Book 2017 Edition (Fantasy Black Book 10),Joe Pisapia,,,Kindle Edition,182.0,3.88
542,386,505,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Haunted Chamber (Fantasy and Horror Classics),Ann Radcliffe,Fantasy and Horror Classics,2011-04-28,Paperback,22.0,4.25
544,386,511,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Haunted House (Fantasy and Horror Classics),Charles Dickens,Fantasy and Horror Classics,2013-04-16,Kindle Edition,40.0,3.14
546,386,518,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Dedalus Book of Flemish Fantasy,Eric Dickens,Dedalus,2011-03-31,Paperback,325.0,3.0
547,386,519,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Children's Fun And Fantasy Verses,T.D. Green,"Green, T.D.",2010-11-12,Nook,38.0,3.36
562,386,589,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Dragon Quest (Usborne Fantasy Adventure),Andy Dixon,,,,,4.15
570,386,630,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Final Fantasy III Official Strategy Guide,Ken Schmidt,BradyGames,2006-11-08,Paperback,176.0,4.21
571,386,634,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Lost Healer: A Fantasy of Love,Rachel  Robins,Createspace Independent Publishing Platform,2016-12-07,Paperback,,3.65
575,386,665,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Morris-Jumel Mansion Anthology of Fantasy and Paranormal Fiction,Camilla Saly-Monzingo,Smashwords Edition,2016-10-13,ebook,,3.75
582,386,729,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"The EC Archives: Weird Fantasy, Vol. 1",Al Feldstein,Dark Horse Books,2014-05-06,Hardcover,216.0,4.34
586,386,740,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Art of the Dungeons and Dragons Fantasy Game,Margaret Weis,TSR,1985-10-01,Paperback,127.0,4.12
588,386,767,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fantasy Begins: Book 1 of the Dungeon Hive Trilogy,Roy Lim,,,Kindle Edition,337.0,3.87
597,386,842,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Manga Mania™: Fantasy Sketchbook,Christopher Hart,Chris Hart Books,2007-10-01,Hardcover,144.0,3.38
599,386,854,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Live The Fantasy- A Trilogy of Sexual Fantasies,Collette Thomas,Collette Thomas,2009-07-26,Nook,0.0,3.8
601,386,878,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Blue Planet V2 Moderators Guide,Fantasy Flight Games,Fantasy Flight Games,2000-12-25,Paperback,256.0,3.53
602,386,880,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,GURPS Fantasy: The Magical World of Yrth,Kirk Tate,Steve Jackson Games,1991-06-01,Paperback,144.0,3.18
603,386,881,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,A Famous Broken Heart: A Fantasy Novel,Ann Druyan,Stonehill Publishers,1977-01-01,Unknown Binding,113.0,3.88
604,386,893,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Winning Fantasy Baseball: Secret Strategies of a Nine-Time National Champion,Larry Schechter,Emerald Book Company,2014-01-07,Paperback,360.0,3.57
607,386,916,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fantasy Art Masters:  The Best Fantasy and Science Fiction Artists Show How They Work,Dick Jude,Watson-Guptill Publications,1999-10-01,Paperback,144.0,3.93
608,386,918,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Evyione: Ocean Fantasy, Volume 2",Young-Hee Kim,Udon Entertainment,,Paperback,200.0,3.84
618,386,966,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Fantasy & Science Fiction, January/February 2014",Gordon Van Gelder,Spilogale,2014-01-01,Paperback,260.0,3.44
623,386,1008,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Science Fiction and Fantasy for Teens: First Annual Collection,Jane Yolen,Tor Books,2005-05-01,Hardcover,288.0,3.64
626,386,1030,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Dead Smile (Fantasy and Horror Classics),Francis Marion Crawford,Fantasy and Horror Classics,2011-04-28,Paperback,28.0,3.69
628,386,1046,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Ever in the After: 13 Fantasy Tales,Melle Amade,,,Paperback,,4.57
629,386,1047,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Chaos: A New Adult Fantasy Romance,Adele Huxley,,,Kindle Edition,540.0,4.32
633,386,1076,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Captain of the Pole-Star (Fantasy and Horror Classics),Arthur Conan Doyle,Fantasy and Horror Classics,2013-04-16,Kindle Edition,50.0,3.39
634,386,1081,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Der Falke des Lichts Fantasy Roman,Gillian Bradshaw,Rowohlt Taschenbuch Verlag GmbH,1984-11-01,,346.0,3.88
636,386,1086,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Second Page: An Offbeat Fantasy Adventure,Clark Nielsen,,,Kindle Edition,260.0,3.5
642,386,1150,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Australian Fantasy & Horror 2010,Liz Grzyb,Ticonderoga Publications,2011-09-01,Paperback,484.0,4.35
644,386,1155,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Fantasy Stories 3,Lin Carter,DAW,1977-11-15,Paperback,240.0,3.89
646,386,1160,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Far Forests: Tales of Romance, Fantasy, and Suspense",Joan Aiken,Viking Children's Books,1977-05-09,Hardcover,154.0,3.65
647,386,1163,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Reign of Magic: High Fantasy Books (Pentamura series Book 1),Wolf Awert,Zaptos Media - Fantasy Kindle Books,2017-03-24,Kindle Edition,424.0,4.13
652,386,1190,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The King of Fools (and Other Fantasy Tales),M.R. Mathias,,,Kindle Edition,,3.52
653,386,1193,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,P is for Pegging (The Fantasy A-Z Series),Chris Maxwell Rose,,,Kindle Edition,38.0,3.38
655,386,1226,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Bone Dance: A Fantasy for Technophiles,Emma Bull,Orb Books,2009-07-07,Paperback,320.0,3.84
656,386,1230,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Ultimate Guide to Sexual Fantasy: How to Turn Your Fantasies into Reality (Ultimate Guides Series),Violet Blue,Cleis Press,2004-08-18,Paperback,250.0,3.96
657,386,1258,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fantasy Art Collection: Pure Inspiration's,Robert Becker,All American Crafts Publishing,2010-03-01,Hardcover,200.0,4.63
663,386,1299,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Heart of Love: How to Go Beyond Fantasy to Find True Relationship Fulfillment,John F. Demartini,Hay House,2006-12-01,Paperback,256.0,4.19
666,386,1332,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Love Hotels: The Hidden Fantasy Rooms of Japan,Misty Keasler,Chronicle Books,2006-11-30,Hardcover,156.0,3.6
667,386,1336,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Myth of Persephone in Girls' Fantasy Literature,Holly Blackford,Routledge,2011-08-25,Hardcover,248.0,2.75
672,386,1365,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Fantasy Stories 1,Lin Carter,DAW,1975-10-21,Paperback,175.0,3.76
676,386,1407,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Children's Fantasy Literature,Michael    Levy,Cambridge University Press,2016-08-03,Hardcover,284.0,4.09
684,386,1481,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Fantasy & Science Fiction, March/April 2014",Gordon Van Gelder,"Spilogale, Inc.",2014-03-01,Kindle Edition,,3.54
690,386,1509,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The White People: A Fantasy Horror,Arthur Machen,Createspace,2014-07-12,Paperback,38.0,4.03
691,386,1518,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Fantasy Stories 13,Arthur W. Saha,DAW,1987-11-03,Paperback,238.0,3.36
693,386,1550,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Destineers' Journal of Fantasy Nations,Bobby Sharpe,Lulu.com,2009-02-19,Paperback,152.0,4.9
697,386,1561,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Feast of Fools: A Theological Essay on Festivity and Fantasy,Harvey Cox,"Harvard University Press (Cambridge, MA)",1969-01-01,Hardcover,204.0,4.08
699,386,1589,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Taste of Life: A Biblical Fantasy,Mike  Simpson,CrossBooks Publishing,2011-08-22,Paperback,72.0,2.6
711,386,1682,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Evolution of Fantasy Role-playing Games,Michael Tresca,McFarland & Company,2010-11-21,Paperback,228.0,2.68
714,386,1707,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Return of Innocence: A Fantasy Adventure,Duane Simolke,iUniverse,2006-03-20,Paperback,168.0,4.25
715,386,1709,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Dragonart Fantasy Characters: How to Draw Fantastic Beings and Incredible Creatures,Jessica Peffer,Impact,2007-09-01,Paperback,128.0,4.37
727,386,1855,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Healer's War: A Fantasy Novel of Vietnam,Elizabeth Ann Scarborough,Open Road Media Sci-Fi & Fantasy,2014-04-29,Kindle Edition,358.0,3.67
729,386,1865,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fantasy Encounter with a Dom,Suzy Ayers,Suzy Ayers,2013-05-25,Kindle Edition,114.0,4.0
733,386,1896,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Fantasy Artist's Figure Drawing Bible,Matt Dixon,Barron's Educational Series,2008-08-01,Hardcover,256.0,4.14
735,386,1941,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Fantasy Stories of George MacDonald,George MacDonald,William B. Eerdmans Publishing Company,1980-12-01,Boxed Set,694.0,4.45
738,386,1970,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Bread of Dreams: Food and Fantasy in Early Modern Europe,Piero Camporesi,University Of Chicago Press,1996-11-15,Paperback,218.0,3.81
740,386,1978,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Evyione: Ocean Fantasy, Volume 1",Young-Hee Kim,Udon Entertainment,2008-09-09,Paperback,200.0,3.75
741,386,1979,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,100 Ways to Create Fantasy Figures,Francis Tsai,Impact,2008-10-01,Paperback,128.0,3.78
743,386,2007,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Shining Isle: An Urban Fantasy,Ly de Angeles,,,Paperback,,4.34
744,386,2011,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Science Fiction & Fantasy 2016,Rich Horton,Prime Books,2016-06-21,Paperback,576.0,3.7
746,386,2014,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"Fantasy: The Best of the Year, 2008 Edition",Rich Horton,Wildside Press,2008-08-25,Paperback,384.0,3.73
747,386,2017,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The American Fantasy Tradition,Brian M. Thomsen,Tor Books,2002-09-21,Hardcover,544.0,4.0
748,386,2018,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fantasy: The Liberation of Imagination,Richard Mathews,Routledge,2002-01-02,Paperback,248.0,3.63
756,386,2094,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"The Celtic Twilight: Myth, Fantasy and Folklore (Paperback)",W.B. Yeats,Avery Publishing Group,1990-10-01,Paperback,160.0,4.07
761,386,2122,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Box of Runes (An Epic Fantasy Collection),J. Thorn,,,Kindle Edition,,2.81
762,386,2123,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Fantasy Fallacy: Exposing the Deeper Meaning Behind Sexual Thoughts,Shannon Ethridge,Thomas Nelson,2012-10-15,Paperback,256.0,4.03
763,386,2124,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Compleat Werewolf and Other Stories of Fantasy and Science Fiction,Anthony Boucher,Carroll & Graf Publishers,1990-01-01,Mass Market Paperback,256.0,3.87
766,386,2154,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Writing Fantasy & Science Fiction: How to Create Out-Of-This-World Novels and Short Stories,Orson Scott Card,Writer's Digest Books,2013-09-30,Paperback,406.0,3.97
770,386,2191,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"The Year's Best Science Fiction & Fantasy, 2010",Rich Horton,Prime Books,2010-06-08,Paperback,541.0,3.53
771,386,2198,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"The Year's Best Dark Fantasy & Horror, 2015 Edition",Paula Guran,Prime Books,2015-07-03,Kindle Edition,576.0,3.61
772,386,2199,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Dragon of Fortune (Geronimo Stilton and the Kingdom of Fantasy: Special Edition #2),Geronimo Stilton,Scholastic Paperbacks,2017-09-12,Kindle Edition,592.0,4.6
774,386,2201,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Fantasy Football for Dummies,Martin Signore,For Dummies,2007-06-01,Paperback,273.0,3.61
777,386,2229,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"The Year's Best Science Fiction & Fantasy, 2013",Rich Horton,Prime Books,2013-07-02,Paperback,573.0,3.73
779,386,2238,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Myths & Magic: The Complete Fantasy Reference.,Terry Brooks,Titan Books Ltd,1999-04-08,Paperback,288.0,4.09
780,386,2240,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,THE CASPAK TRILOGY : The Fantasy Novel -,Edgar Rice Burroughs,Unsecretbooks,2013-02-01,ebook,1078.0,3.89
784,386,2274,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Animals Real and Imagined: The Fantasy of What Is and What Might Be,Terryl Whitlatch,Design Studio Press,2010-12-01,Paperback,159.0,4.55
789,386,2306,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Committed: Confessions of a Fantasy Football Junkie,Mark St. Amant,Scribner,2005-08-09,Paperback,296.0,3.33
794,386,2376,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Doorway to Dreams (Fantasy Fiction Sampler),Ali Cross,,,Kindle Edition,,4.07
796,386,2378,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Final Fantasy VIII Official Strategy Guide,David Cassady,BradyGames,1999-08-31,Paperback,272.0,4.25
797,386,2386,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Pendragon Chronicles: Heroic Fantasy from the Time of King Arthur,Mike Ashley,Peter Bedrick Books,1991-07-01,Paperback,417.0,3.54
798,386,2391,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Spells and Spirits: An Urban Fantasy Collection,Charles de Lint,Cornucopia Press,2015-11-04,Kindle Edition,,4.08
799,386,2415,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Ring of Thoth (Fantasy and Horror Classics),Arthur Conan Doyle,Fantasy and Horror Classics,2013-04-01,ebook,28.0,3.45
800,386,2418,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Final Fantasy XIII-2: The Complete Official Guide,Piggyback,Prima Games,2012-01-31,Paperback,304.0,4.36
802,386,2427,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Fire Opal (A  dark fantasy novel),Connie Flynn,CKF Enterprises,2012-09-23,Kindle Edition,416.0,3.46
805,386,2464,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Year's Best Fantasy 7,David G. Hartwell,Tachyon Publications,2007-06-01,Paperback,372.0,4.33
809,386,2499,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Modern Magic: Tales of Fantasy and Horror,W.H. Horner,Fantasist Enterprises,2006-04-25,Paperback,280.0,3.71
810,386,2506,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,"How to Draw Fantasy Creatures: Dragons, fairies, vampires and monsters in simple steps",Paul Bryn Davies,Search Press,2015-10-15,Paperback,128.0,4.08
812,386,2535,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Masterpieces of Fantasy and Enchantment,David G. Hartwell,St. Martin's Press,1988-11-01,Hardcover,638.0,3.61
835,386,2682,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Bastard's Blade: A Medieval Fantasy Romance,Luca Thrace,Createspace Independent Publishing Platform,2015-12-15,Kindle Edition,322.0,4.2
836,386,2686,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Homosapien ... a fantasy about pro wrestling,Julie Bozza,Manifold Press,2012-10-01,Paperback,196.0,3.55
837,386,2692,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Complete Guide to Writing Fantasy: Alchemy with Words,Darin Park,Dragon Moon Press,2002-09-01,Paperback,361.0,3.83
839,386,2697,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Year's Best Fantasy 6,David G. Hartwell,Tachyon Publications,2006-09-15,Paperback,355.0,3.68
844,386,2751,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Adventures of Johnny Bunko: The Last Career Guide You'll Ever Need,Daniel H. Pink,Riverhead Books,2008-04-01,Paperback,160.0,3.75
846,386,2769,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,Four in the Garden: A Spiritual Fantasy about Trust and Transformation,Rick Hocker,Hocker Press,2014-11-15,Paperback,342.0,4.44
855,386,2834,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Tough Guide to Fantasy Land,Diana Wynne Jones,Gollancz,2004-11-18,Hardcover,243.0,3.94
857,386,2838,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Case of Charles Dexter Ward (Fantasy and Horror Classics),H.P. Lovecraft,Fantasy and Horror Classics,2016-03-30,ebook,200.0,4.19
859,386,2873,The Fantasy Benefit: The 2018 Fantasy Baseball Draft Guide,,Independently published,2018-2-26,Kindle,361.0,4.9,The Year's Best Australian Fantasy and Horror 2011,Liz Grzyb,Ticonderoga Publications,2012-08-01,Paperback,506.0,4.8
