,docID,position,term,label
44535,4,174,here.,False
44536,4,544,guess,False
44538,4,553,will,False
44540,4,561,back,False
44542,4,570,more...,False
44543,0,0,really,False
44544,0,7,excited,False
44546,0,18,hear,False
44549,0,31,restaurant,False
44550,0,42,coming,False
44552,0,52,toronto.,False
44555,0,69,finally,False
44556,0,77,opened,False
44558,0,87,friend,False
44562,0,105,really,False
44563,0,112,excited,False
44565,0,123,try,False
44567,0,132,place.service,False
44571,0,158,great,False
44573,0,167,felt,False
44574,0,172,like,False
44577,0,186,forgotten,False
44579,0,202,us,False
44583,0,219,didnt,False
44584,0,225,care,False
44587,0,138,service,False
44589,0,251,everything,False
44590,0,262,came,False
44592,0,271,one,False
44595,0,280,time.,False
44597,0,289,friend,False
44602,0,311,ordered,False
44604,0,321,ginger,False
44605,0,328,beer,False
44607,0,339,came,False
44610,0,351,two,False
44611,0,355,separate,False
44612,0,364,times,False
44615,0,377,almost,False
44621,0,189,go,False
44624,0,412,back,False
44626,0,421,make,False
44629,0,441,thats,False
44631,0,451,long,False
44633,0,459,took.there,False
44635,0,473,absolutely,False
44637,0,487,vegetarian,False
44638,0,498,options,False
44639,0,506,except,False
44642,0,521,one,False
44643,0,525,cold,False
44644,0,530,noodle,True
44646,0,542,mushroom,False
44647,0,551,bun,True
44650,0,562,vegetarian.the,False
44651,0,577,pork,False
44652,0,582,belly,False
44653,0,588,bun,True
44655,0,596,nothing,False
44656,0,604,special,False
44657,0,613,just,False
44659,0,620,piece,False
44661,0,629,meat,True
44664,0,551,bun.,False
44667,0,562,vegetarian,False
44668,0,666,friend,False
44671,0,680,ordered,False
44673,0,643,bun,True
44674,0,696,plain,False
44678,0,715,experience,False
44681,0,732,well,False
44684,0,746,literally,False
44685,0,756,just,False
44686,0,761,gave,False
44689,0,543,us,False
44690,0,775,plain,False
44693,0,789,sauce,True
44695,0,798,kimchi.the,False
44696,0,809,momofuko,False
44697,0,818,ramen,True
44699,0,828,awful.,False
44702,0,842,bland,False
44704,0,852,mushy.,False
44708,0,871,bites,False
44710,0,879,couldnt,False
44711,0,887,handle,False
44712,0,894,eating,False
44713,0,901,anymore.momofuko,False
44717,0,132,place,False
44719,0,402,go,False
44722,0,948,want,False
44723,0,0,real,False
44724,0,818,ramen.,False
44725,0,965,ive,False
44727,0,973,better,False
44728,0,980,experience,False
44730,0,996,instant,False
44731,0,1004,noodles.,False
44733,1,4,always,False
44734,1,11,intrigued,False
44737,1,29,place,False
44740,1,42,pass,False
44744,1,57,streetcar.,False
44745,1,68,finally,False
44746,1,76,decided,False
44748,1,87,try,False
44750,1,96,place,False
44753,1,111,past,False
44754,1,116,summer.,False
44755,1,124,read,False
44757,1,133,reviews,False
44759,1,145,everyone,False
44761,1,158,lots,False
44763,1,166,good,False
44764,1,171,things,False
44766,1,181,say.one,False
44769,1,195,friends,False
44771,1,207,dietary,False
44772,1,215,restrictions,False
44774,1,232,needs,False
44777,1,246,glutenfree,False
44778,1,257,items.,False
44782,1,275,called,False
44784,1,285,make,False
44786,1,294,dinner,False
44787,1,301,reservation,False
44790,1,319,asked,False
44793,1,333,hostess,False
44794,1,341,said,False
44795,1,346,yes,False
44799,1,361,glutenfree,False
44800,1,257,items,False
44804,1,391,just,False
44805,1,396,salads.,False
44806,1,404,just,False
44807,1,409,let,False
44809,1,417,server,False
44810,1,424,know,False
44813,1,438,come,False
44814,1,443,in.excited,False
44816,1,457,find,False
44817,1,462,another,False
44818,1,470,glutenfree,False
44819,1,481,place,False
44821,1,490,town,False
44823,1,498,friends,False
44826,1,512,show,False
44830,1,301,reservation.,False
44831,1,541,upon,False
44832,1,546,arrival,False
44834,1,558,server,False
44836,1,569,really,False
44837,1,576,nice,False
44839,1,585,friendly.,False
44843,1,607,asked,False
44846,1,623,glutenfree,False
44847,1,634,options,False
44849,1,646,answer,False
44851,1,657,unfortunately,False
44856,1,684,cook,False
44858,1,693,foods,False
44859,1,699,separately,False
44862,1,719,glutenfree,False
44863,1,372,items,False
44865,1,740,salads.,False
44869,1,760,disppointment,False
44871,1,392,us,False
44875,1,790,specifically,False
44876,1,803,asked,False
44880,1,823,glutenfree,False
44881,1,730,items,False
44883,1,845,werent,False
44884,1,396,salads,True
44887,1,866,menu.so,False
44889,1,877,decided,False
44891,1,888,just,False
44892,1,893,order,False
44894,1,901,couple,False
44896,1,911,apps,False
44898,1,920,drinks,False
44903,1,943,sitting,False
44906,1,961,quite,False
44908,1,972,time,False
44911,1,984,wasnt,False
44913,1,994,servers,False
44914,1,1002,fault,False
44917,1,1019,wasnt,False
44919,1,1029,glutenfree,False
44920,1,834,items,False
44922,1,1049,felt,False
44923,1,1054,bad,False
44925,1,1061,just,False
44926,1,1066,get,False
44929,1,1077,leave.,False
44931,1,1087,reading,False
44933,1,1099,reviews,False
44934,1,1107,everyone,False
44935,1,1116,thought,False
44937,1,1129,highly,False
44940,1,1143,mac,False
44942,1,1151,cheese,False
44944,1,1162,poutine,True
44947,1,1177,ordered,False
44950,1,87,try.,False
44952,1,1201,wasnt,False
44953,1,1207,bad,False
44956,1,1219,sure,False
44959,1,1233,hype,False
44961,1,613,about.,False
44962,1,1249,definitely,False
44963,1,1260,pretty,False
44964,1,1267,rich,False
44966,1,1276,filling,False
44968,1,1288,made,False
44970,1,1297,sharing,False
44971,5,0,hidden,False
44974,5,14,east,False
44975,5,19,end,False
44978,5,30,danforth,False
44980,5,43,knew,False
44985,5,65,little,False
44986,5,72,ethiopian,False
44987,5,82,communitythe,False
44988,5,95,decor,False
44990,5,104,definitely,False
44991,5,115,interesting.,False
44992,5,128,although,False
44994,5,141,outside,False
44996,5,153,lots,False
44998,5,161,lights,False
45000,5,171,decoration,False
45002,5,186,inside,False
45004,5,196,kind,False
45006,5,204,dark.,False
45008,5,214,red,False
45009,5,218,lighting,False
45011,5,231,orange,False
45012,5,238,menu,False
45013,5,243,makes,False
45015,5,252,hard,False
45017,5,260,read.the,False
45018,5,269,food,False
45021,5,281,bad.,False
45022,5,286,although,False
45024,5,300,tell,False
45028,5,318,vegetarian,False
45029,5,329,platter,False
45033,5,349,one,False
45034,5,353,person,False
45036,5,366,platter,False
45038,5,377,definitely,False
45039,5,388,made,False
45041,5,397,sharing,False
45042,3,0,burgers,True
45045,3,17,big,False
45046,3,21,portions,False
45047,3,30,here.definitely,False
45048,3,46,order,False
45050,3,56,onion,False
45051,3,62,ring,False
45052,3,67,tower,False
45054,3,76,share...milkshakes,False
45056,3,99,tasty,False
45058,3,108,personal,False
45059,3,117,favourite,False
45061,3,132,vanilla,True
45062,3,140,one.,False
45064,7,0,.,False
45065,7,6,stars,False
45067,7,16,since,False
45069,7,24,cant,False
45070,7,29,give,False
45071,7,34,half,False
45072,7,39,stars,False
45074,7,47,will,False
45075,7,52,give,False
45077,7,60,four.cute,False
45078,7,70,shop,False
45079,7,75,love,False
45081,7,84,conceptlots,False
45083,7,99,varieties,False
45085,7,112,cookie,True
45087,7,123,pretty,False
45088,7,130,pricy,False
45091,7,146,probably,False
45093,7,162,varieties,False
45094,7,172,cookies,True
45097,7,190,seven,False
45098,7,196,milk,True
45099,7,201,flavours.,False
45101,7,215,banana,True
45102,7,222,flavoured,False
45103,7,232,milk,True
45104,7,237,reminds,False
45105,7,245,us,False
45108,7,255,banana,True
45109,7,262,cough,False
45110,7,268,syrup,False
45112,7,277,used,False
45114,7,285,drink,False
45117,7,296,kidthey,False
45120,7,312,homemade,False
45121,7,172,cookie,True
45122,7,328,ice,False
45123,7,332,cream,False
45124,7,338,sandwiches,False
45127,7,321,cookie,True
45131,7,374,thinner,False
45132,7,382,side.,False
45134,2,5,place,False
45135,2,11,reminds,False
45137,2,22,st,False
45138,2,25,lawrence,False
45139,2,34,market,False
45141,2,44,toronto,False
45144,2,61,veggies,True
45146,2,73,fruits,True
45148,2,85,seafood.fruits,False
45150,2,104,veggies,True
45151,2,112,look,False
45153,2,120,good,False
45155,2,129,bad,False
45157,2,136,didnt,False
45160,2,149,kitchen,False
45163,2,164,hotel,False
45164,2,170,room,False
45165,2,175,cause,False
45169,2,195,bought,False
45171,2,206,cooked,False
45174,2,218,stormlots,False
45176,2,231,varieties,False
45178,2,244,apples,True
45183,2,16,yet,False
45184,2,20,tried,False
45185,2,26,wasabi,False
45186,2,34,dont,False
45187,2,39,bother.its,False
45188,2,50,expensive,False
45191,2,68,food,False
45193,2,76,disgusting.,False
45197,2,100,order,False
45199,2,110,sushi,True
45202,2,123,table,False
45204,2,133,everything,False
45205,2,144,else,False
45206,2,56,i.e.,False
45207,2,154,salads,True
45208,2,161,soups,True
45209,2,167,cooked,False
45210,2,174,food,False
45212,2,183,can,False
45213,2,187,get,False
45216,2,198,go,False
45217,2,201,get,False
45219,2,208,yourself.the,False
45220,2,221,food,False
45223,2,234,bland,False
45225,2,244,sushi,True
45228,2,259,taste,False
45229,2,265,like,False
45230,2,270,anything,False
45232,2,284,even,False
45233,2,289,sure,False
45236,2,301,fish,True
45238,2,309,fresh.on,False
45240,2,322,weekends,False
45241,2,331,everyone,False
45242,2,340,seems,False
45248,2,366,snow,False
45249,2,371,crab,False
45250,2,376,legs,False
45252,2,385,thats,False
45256,2,404,coming,False
45258,2,415,forget,False
45263,2,437,fight/wait,False
45264,2,448,inline,False
45266,2,418,get,False
45267,2,46,it.,False
45269,2,470,probably,False
45270,2,479,easier,False
45272,2,489,eat,False
45275,2,499,mandarin.if,False
45276,2,511,anyone,False
45277,2,518,suggests,False
45279,2,530,go,False
45282,2,541,highly,False
45283,2,548,recommend,False
45285,2,562,go,False
45286,2,565,somewhere,False
45287,2,575,else,False
45288,3,0,decided,False
45290,3,11,try,False
45292,3,20,place,False
45294,3,32,reading,False
45296,3,44,reviews.,False
45299,3,61,disappointed.,False
45300,3,75,huge,False
45301,3,80,portions,False
45304,3,95,bit,False
45307,3,104,long,False
45308,3,109,wait.,False
45310,3,120,will,False
45311,3,125,take,False
45312,3,130,phone,False
45313,3,136,orders,False
45316,3,152,walk,False
45317,3,157,ins.,False
45319,3,165,call,False
45320,3,170,ahead,False
45322,3,179,ordertried,False
45324,3,194,burrito,False
45326,3,207,rice,False
45328,3,216,will,False
45330,3,224,back,False
45332,3,232,try,False
45334,3,240,noodle,True
45335,3,247,version,False
45338,7,6,years,False
45339,7,12,ago,False
45341,7,21,used,False
45345,7,36,place,False
45349,7,52,bunch.,False
45352,7,65,really,False
45353,7,72,excited,False
45355,7,83,take,False
45357,7,91,boyfriend,False
45360,7,109,experience,False
45361,7,120,one,False
45364,7,131,must,False
45365,7,136,visit,False
45366,7,142,places,False
45368,7,152,mtl.,False
45369,7,91,boy,False
45372,7,169,disappointedwe,False
45374,7,188,ordered,False
45376,7,200,eggspectation,False
45377,7,214,omelette,True
45379,7,200,eggs,False
45380,7,232,benedict.,False
45382,7,246,omelette,True
45384,7,259,bland,False
45385,7,265,overcooked.,False
45387,7,227,eggs,False
45388,7,232,benedict,False
45390,7,271,ok,False
45392,7,307,ive,False
45394,7,315,better.,False
45396,7,327,portion,False
45397,7,335,size,False
45399,7,344,come,False
45400,7,349,down.overall,False
45401,7,362,food,False
45403,7,371,service,False
45405,7,383,gone,False
45406,7,388,downhill,False
45409,7,405,worth,False
45411,7,414,time,False
45412,7,419,anymore.,False
45413,1,0,hidden,False
45416,1,14,east,False
45417,1,19,end,False
45420,1,30,danforth,False
45423,1,44,lovely,False
45424,1,51,thai,False
45425,1,56,restaurant.,False
45426,1,68,found,False
45428,1,56,restaurant,False
45430,1,96,surfing,False
45432,1,107,yelp.surprisingly,False
45434,1,130,place,False
45436,1,139,pretty,False
45437,1,146,big,False
45439,1,153,seat,False
45441,1,160,big,False
45442,1,164,group,False
45445,1,178,still,False
45450,1,200,small,False
45451,1,206,tables,False
45452,1,213,available.,False
45455,1,233,mainly,False
45457,1,242,takeout,False
45458,1,79,restaurant,False
45460,1,264,many,False
45463,1,276,customers,False
45464,1,286,came,False
45467,1,298,takeout,False
45470,1,314,service,False
45473,1,328,little,False
45474,1,335,bit,False
45475,1,339,slow.,False
45476,1,345,however,False
45478,1,357,food,False
45480,1,366,great,False
45483,1,379,accommodating,False
45485,1,397,many,False
45486,1,402,different,False
45487,1,412,people,False
45488,1,420,seafood,True
45489,1,428,lovers,False
45490,1,435,vegans,False
45491,1,442,etc.definitely,False
45492,1,457,recommend,False
45494,1,471,basil,False
45495,1,477,fried,False
45496,1,483,rice,False
45499,1,496,fried,False
45500,1,502,sole,False
45501,1,507,fish,False
45503,1,517,eggplant,False
45507,1,540,curry,True
45508,1,546,lovers,False
45511,1,563,stay,False
45512,1,568,away,False
45515,1,582,roti,True
45516,1,587,curry,True
45517,1,593,chicken,False
45519,1,605,curry,True
45520,1,611,taste,False
45521,1,617,just,False
45522,1,622,coconut,True
45523,1,630,favour.,False
45526,1,646,roti,True
45529,1,662,really,False
45530,1,669,good.most,False
45533,1,686,dishes,False
45536,1,446,definitely,False
45538,1,669,good,False
45539,1,724,dealwill,False
45541,1,736,back,False
45543,1,744,try,False
45545,1,752,noodle,True
45546,1,759,dishes,False
45548,5,6,looking,False
45550,5,17,different,False
45551,5,27,restaurants,False
45554,5,46,area,False
45555,5,51,came,False
45556,5,56,upon,False
45558,5,27,restaurant,False
45559,5,77,posting,False
45561,5,89,decided,False
45563,5,100,try,False
45570,5,125,street,False
45572,5,137,work.not,False
45573,5,146,bad,False
45576,5,159,want,False
45577,5,164,something,False
45578,5,174,slightly,False
45579,5,183,cheaper,False
45581,5,196,congee,False
45582,5,203,star.,False
45586,5,217,mix,False
45588,5,224,chinese,False
45590,5,236,choy,False
45591,5,241,suey,False
45592,5,246,menu.,False
45593,9,0,came,False
45597,9,16,burger,True
45599,9,26,one,False
45602,9,36,friends,False
45603,9,44,said,False
45606,9,58,good,False
45607,9,63,burgers,True
45609,9,75,people,False
45611,9,87,work,False
45613,9,98,come,False
45615,9,106,twice,False
45617,9,114,month,False
45620,9,63,burger,True
45621,9,133,run.ordered,False
45623,9,149,original,False
45626,9,166,ok,False
45627,9,169,wasnt,False
45629,9,178,amazing,False
45631,9,189,everyone,False
45632,9,198,says,False
45635,9,209,be.,False
45637,9,215,think,False
45639,9,225,veggie,True
45640,9,232,option,False
45644,9,255,better.a,False
45645,9,264,little,False
45646,9,271,pricy,False
45649,9,283,takeout,False
45650,9,16,burger.,False
45651,8,0,came,False
45655,8,18,girlfriends,False
45656,8,30,one,False
45657,8,34,sunday,False
45658,8,41,afternoon.,False
45660,8,57,place,False
45661,8,63,will,False
45662,8,68,take,False
45664,8,75,long,False
45665,8,80,time,False
45667,8,88,serve,False
45669,8,99,food,False
45672,8,111,took,False
45674,8,121,almost,False
45676,8,131,hour,False
45678,8,139,give,False
45679,8,144,us,False
45681,8,99,food.,False
45683,8,160,make,False
45684,8,165,sure,False
45686,8,174,give,False
45688,8,188,lots,False
45690,8,196,time,False
45693,8,207,definitely,False
45695,8,220,lazy,False
45696,8,225,brunch,False
45697,8,232,placedefinitely,False
45698,8,248,recommend,False
45700,8,262,pancakes,True
45701,8,271,beware,False
45704,8,285,portion,False
45705,8,293,sizes,False
45708,8,309,huge,False
45712,101,21,always solid,False
45716,101,44,customer service,False
45717,101,52,service always,False
45723,101,87,best japanese,False
45724,101,96,japanese korean,False
45725,101,103,korean food,False
45731,101,139,consistently good,False
45742,101,197,portion size,False
45748,101,239,goto sushi,False
45749,101,245,sushi place,False
45769,102,90,actual poutinerie,False
45773,102,4,long time,False
45781,102,159,twice now,False
45786,102,90,basic poutine,False
45793,102,219,pulled pork,False
45794,102,185,pork poutine,True
45800,102,260,really love,False
45803,102,277,pulled pork,False
45804,102,224,pork poutine,True
45806,102,299,bbq sauce,False
45818,102,359,really compliments,False
45823,102,392,cheese curds,True
45825,102,282,large poutine,False
45832,102,443,two people,False
45838,102,473,little restaurant,False
45839,102,484,restaurant space,False
45843,102,501,s glam,False
45844,102,506,glam rock,False
45845,102,511,rock playing,False
45848,102,530,quirky pictures,False
45863,102,144,times ive,False
45867,102,638,got lucky,False
45872,102,664,snag seats,False
45887,102,741,summer anyway,False
45892,102,764,hot outside,False
45902,102,822,isnt really,False
45903,102,829,really something,False
45906,102,848,can easily,False
45907,102,855,easily fix,False
45910,102,869,maybe something,False
45917,102,906,future establishments,False
45918,102,921,establishments anyway,False
45925,102,957,unhealthy treat,False
45936,104,40,chains every,False
45937,104,46,every time,False
45938,104,51,time thinking,False
45943,104,85,chance will,False
45947,104,99,bit better,False
45957,104,156,just give,False
45967,104,207,often dry,False
45970,104,226,overcooked served,False
45976,104,255,salad generic,False
45977,104,263,generic lettuce,False
45980,104,282,ranch dressingtype,False
45981,104,295,dressingtype stuff,False
45985,104,316,naan tastes,False
45986,104,323,tastes like,False
45987,104,328,like cardboard,False
45999,104,392,just plain,False
46000,104,398,plain atrocious,False
46004,104,428,afghani food,False
46027,104,561,mcdonalds version,False
46030,104,579,afghan food,False
46033,104,591,id take,False
46036,104,602,big mac,True
46047,107,26,perfect description,False
46054,107,80,greatwe went,False
46059,107,104,saturday night,False
46063,107,133,block away,False
46072,107,177,somehow never,False
46075,107,200,finally decided,False
46080,107,224,itthe atmosphere,False
46088,107,272,much larger,False
46100,107,339,bit cheesy,False
46103,107,356,faux roman,False
46104,107,362,roman sculptures,False
46125,107,505,husband ordered,False
46128,107,522,veal parm,True
46137,107,574,ordered brushetta,False
46151,107,652,selection many,False
46155,107,670,pasta dishes,False
46159,107,688,bit uninspired,False
46164,107,720,basic dishes,False
46169,107,757,red sauce,False
46176,107,794,pesto etc,False
46178,107,808,really enjoy,False
46179,107,814,enjoy creative,False
46180,107,823,creative combinations,False
46189,107,873,italian restaurant,False
46192,107,898,quite honestly,False
46195,107,913,can make,False
46198,107,928,basic stuff,False
46206,107,964,lot cheaper,False
46222,107,1060,brushetta wasnt,False
46223,107,72,wasnt great,False
46225,107,1084,tomato mixture,False
46233,107,1122,bread wasnt,False
46234,107,1128,wasnt properly,False
46235,107,1137,properly toasted,False
46239,107,1155,got soggy,False
46242,107,1173,couldnt hold,False
46246,107,1197,kept falling,False
46247,107,1205,falling apart,False
46254,107,1247,desserts really,False
46255,107,1254,really brought,False
46258,107,1273,place back,False
46264,107,1307,homemade creme,False
46265,107,1313,creme brule,True
46270,107,1337,really excellent,False
46279,107,1388,made inhouse,False
46284,107,1415,highly recommend,False
46285,107,1425,recommend getting,False
46286,107,899,getting one,False
46292,107,1468,quite expensive,False
46295,107,1489,pretty basic,False
46296,107,1495,basic italian,False
46297,107,1503,italian food,False
46301,107,1520,didnt stun,False
46307,107,1553,going back,False
46313,107,1579,first choice,False
46315,107,1596,major reason,False
46318,107,1613,going back,False
46319,107,1618,back will,False
46331,108,10,wanted something,False
46332,108,20,something sweet,False
46349,108,106,best gelato,False
46357,108,159,certainly wasnt,False
46360,108,174,best ive,False
46368,108,212,ice cream,True
46372,108,234,flavour selection,False
46373,108,244,selection wasnt,False
46374,108,250,wasnt huge,False
46380,108,293,interesting flavours,False
46382,108,316,personally tried,False
46383,108,322,tried twix,False
46386,108,340,birthday cake,False
46395,108,293,traditional flavour,False
46398,108,412,tried creme,False
46399,108,418,creme caramel,True
46403,108,439,little boring,False
46406,108,396,lacked flavour,False
46411,108,496,strawberry skor,False
46415,108,525,fine none,False
46416,108,530,none blew,False
46419,108,543,away oh,False
46420,108,546,oh well,False
46442,108,670,overall good,False
46449,108,594,oily cupcake,False
46451,108,717,icing especially,False
46466,108,805,just falling,False
46467,108,813,falling apart,False
46468,108,819,apart everywhere,False
46473,108,849,final synopsis,False
46475,108,870,place isnt,False
46476,108,875,isnt bad,False
46480,108,902,delicious options,False
46501,108,1015,better score,False
46502,108,1027,well see,False
46510,108,1059,boiling hot,False
46511,108,1063,hot summer,False
46512,108,336,summer day,False
46518,108,1105,different tune,False
46521,110,15,really enjoyed,False
46526,110,51,signature pork,False
46527,110,56,pork buns,True
46533,110,90,something everyone,False
46534,110,99,everyone orders,False
46547,110,163,pure fat,False
46552,110,186,wasnt gristly,False
46559,110,222,grease positively,False
46560,110,233,positively dripped,False
46567,110,276,hugely unappetizing,False
46569,110,300,couldnt taste,False
46574,110,67,didnt see,False
46581,110,378,basically just,False
46582,110,383,just pure,False
46583,110,388,pure fat,False
46584,110,392,fat wrapped,False
46588,110,56,bland bun,False
46594,110,440,enjoy really,False
46595,110,447,really fatty,False
46596,110,453,fatty greasy,False
46597,110,460,greasy appetizers,False
46602,110,489,right deal,False
46605,110,509,cant stress,False
46606,110,516,stress enough,False
46613,110,560,noodles however,False
46616,110,579,quite good,False
46622,110,608,flavour combinations,False
46626,110,636,dan dan,False
46627,110,640,dan noodles,False
46631,110,663,spicy pork,False
46632,110,668,pork dried,False
46633,110,674,dried scallops,False
46641,110,728,really taste,False
46647,110,762,little disappointed,False
46653,110,800,ground pork,True
46654,110,805,pork instead,False
46657,110,825,shredded pork,True
46661,110,67,dish seem,False
46662,110,853,seem cheaper,False
46665,110,870,less inspired,False
46675,110,930,long tables,False
46686,110,988,place next,False
46692,110,1020,long benches,False
46710,110,1106,saw guys,False
46711,110,1111,guys struggling,False
46715,110,1139,now imagine,False
46719,110,1160,girl wearing,False
46728,110,1211,graceful way,False
46737,110,1255,place just,False
46738,110,1260,just didnt,False
46739,110,1266,didnt blow,False
46742,110,1279,away enough,False
46747,110,1306,conscious effort,False
46751,110,1337,certainly wasnt,False
46752,110,1343,wasnt terrible,False
46756,110,721,wasnt really,False
46757,110,1372,really good,False
46758,110,1377,good either,False
46769,111,69,major problems,False
46774,111,108,almost every,False
46775,111,52,every one,False
46779,111,131,party either,False
46780,111,138,either didnt,False
46781,111,144,didnt see,False
46788,111,185,nondescript looking,False
46791,111,203,werent sure,False
46794,111,219,door staircase,False
46798,111,114,proper one,False
46801,111,255,get inside,False
46803,111,275,inside though,False
46807,111,298,eclectic blend,False
46810,111,315,vintage meets,False
46811,111,321,meets whitewashed,False
46812,111,333,whitewashed industrial,False
46815,111,358,didnt know,False
46820,111,380,style neither,False
46826,111,409,totally works,False
46830,111,434,great blend,False
46839,111,482,mix probably,False
46842,111,503,employee just,False
46843,111,508,just made,False
46849,111,533,great mood,False
46850,111,538,mood music,False
46854,111,561,mix cd,False
46859,111,586,called several,False
46860,111,594,several weeks,False
46861,111,600,weeks ago,False
46875,111,686,answering service,False
46888,111,756,cant accommodate,False
46891,111,782,never received,False
46894,111,738,call back,False
46912,111,919,staff apologized,False
46913,111,930,apologized profusely,False
46914,111,940,profusely though,False
46928,111,852,us right,False
46929,111,1012,right away,False
46934,111,1044,drink menu,False
46938,111,1060,will say,False
46954,111,1074,mixed drink,False
46963,111,1188,smith lemonade,True
46972,111,1243,steep even,False
46975,111,1260,toronto bar,False
46976,111,1264,bar standards,False
46984,111,1319,summerlicious menu,False
46987,111,1338,heard many,False
46988,111,1343,many comments,False
46989,111,1352,comments online,False
46994,111,1383,feeling disillusioned,False
47000,111,1432,many restaurants,False
47001,111,1444,restaurants give,False
47005,111,1466,cheapest options,False
47022,111,1562,several great,False
47023,111,1568,great options,False
47035,111,1637,curried carrot,False
47036,111,1644,carrot soup,False
47042,111,1168,every one,False
47043,111,1686,one else,False
47047,111,1703,party also,False
47048,111,1708,also enjoyed,False
47051,111,1730,various appetizers,False
47053,111,1750,main course,False
47057,111,1772,georgian bay,False
47058,111,1776,bay whitefish,False
47062,111,1801,done perfectly,False
47063,111,1811,perfectly just,False
47064,111,1816,just crispy,False
47065,111,1823,crispy enough,False
47075,111,1879,pork chops,True
47078,111,1895,also raved,False
47089,111,1956,three people,False
47094,111,1985,really enjoyed,False
47096,111,2003,cant take,False
47099,111,2018,last guy,False
47100,111,2022,guy brother,False
47104,111,2050,seriously since,False
47105,111,2056,since hes,False
47109,111,2073,picky eater,False
47114,111,2107,good however,False
47117,111,690,fudge ice,False
47118,111,2129,ice cream,False
47121,111,2145,really just,False
47122,111,2150,just chocolate,False
47123,111,2125,chocolate ice,False
47124,111,2164,ice cream,False
47125,111,2170,cream nothing,False
47126,111,2178,nothing special,False
47128,111,2197,lemon curd,True
47129,111,2202,curd tasted,False
47130,111,2209,tasted like,False
47131,111,2191,like lemon,False
47132,111,2220,lemon pie,True
47133,111,2224,pie filling,False
47140,111,2264,bread pudding,True
47143,111,2285,heavenly seriously,False
47149,111,2319,think everyone,False
47150,111,2328,everyone left,False
47151,111,2333,left feeling,False
47152,111,2341,feeling really,False
47153,111,2348,really satisfied,False
47158,111,2378,long time,False
47168,111,2428,us since,False
47179,111,2488,great food,False
47180,111,2493,food may,False
47181,111,2497,may take,False
47189,111,2534,really hungry,False
47195,111,2566,quicker meal,False
47200,111,2591,right choice,False
47201,111,2598,choice basically,False
47210,111,896,lost reservation,False
47220,111,2711,werent thrilled,False
47234,111,2794,little weird,False
47238,111,2813,one large,False
47239,111,2819,large sink,False
47243,111,2835,foot peddle,False
47249,111,2872,one person,False
47250,111,751,person can,False
47251,111,2883,can step,False
47269,111,326,can wash,False
47285,111,3035,two people,False
47292,111,3077,hand dryers,False
47300,111,3127,wouldnt let,False
47303,111,3142,slightly annoying,False
47304,111,3151,annoying bathroom,False
47305,111,3160,bathroom stop,False
47314,111,3200,nice little,False
47315,111,3207,little place,False
47319,112,18,weeks ago,False
47323,112,37,watching diners,False
47324,112,44,diners driveins,False
47327,112,69,big mistake,False
47333,112,98,heart attack,False
47339,112,127,also gives,False
47346,112,172,cant possibly,False
47347,112,181,possibly get,False
47350,112,200,theyre making,False
47353,112,218,crazy thing,False
47354,112,224,thing across,False
47361,112,268,possibly find,False
47369,112,137,crazy craving,False
47379,112,366,looking around,False
47389,112,419,far away,False
47394,112,449,importantly open,False
47399,112,471,quirky place,False
47402,112,487,wood panelling,False
47409,112,526,random fish,False
47410,112,531,fish hung,False
47411,112,536,hung around,False
47419,112,573,fcs though,False
47424,112,602,single piece,False
47430,112,635,enough food,False
47431,112,647,quite expensive,False
47432,112,657,expensive though,False
47433,112,671,youre looking,False
47438,112,702,one large,False
47439,112,708,large piece,False
47451,112,762,wasnt great,False
47456,112,793,tartar sauce,True
47457,112,799,sauce came,False
47460,112,814,sealed packages,False
47461,112,830,ugh service,False
47471,112,905,order gave,False
47472,112,189,gave us,False
47477,112,910,gave us,False
47493,112,1010,restaurant ambiance,False
47494,112,1019,ambiance wasnt,False
47498,112,1040,food wasnt,False
47499,112,1046,wasnt special,False
47503,112,1069,prices werent,False
47504,112,1076,werent good,False
47515,114,60,entire restaurant,False
47524,114,108,decadent dessert,False
47541,114,203,person behind,False
47544,114,222,counter asked,False
47558,114,292,wouldnt take,False
47565,114,326,us sit,False
47577,114,390,wanted already,False
47581,114,410,said hed,False
47600,114,495,little confused,False
47604,114,515,ten minutes,False
47613,114,569,finally came,False
47621,114,607,cell phone,False
47622,114,613,phone rang,False
47630,114,650,walked away,False
47631,114,655,away around,False
47641,114,715,five minutes,False
47651,114,765,finally took,False
47657,114,808,pretty shocking,False
47658,114,817,shocking unprofessionalism,False
47667,114,880,ordered basic,False
47668,114,371,basic new,False
47669,114,890,new york,False
47670,114,895,york cheesecake,False
47674,114,920,friend ordered,False
47677,114,937,apple cheesecake,True
47682,114,982,really liked,False
47687,114,1007,ordered cappuccino,False
47688,114,1018,cappuccino knowing,False
47691,114,1035,wasnt fresh,False
47692,114,1041,fresh sort,False
47695,114,1054,took away,False
47703,114,1101,fine time,False
47722,114,1210,go back,False
47723,114,1215,back yes,False
47729,116,5,poor hero,False
47730,116,10,hero burger,False
47739,116,60,ive never,False
47744,116,88,good experiences,False
47758,116,118,gourmet burger,False
47759,116,183,burger places,False
47760,116,190,places mainly,False
47772,116,265,theyre nothing,False
47773,116,273,nothing special,False
47781,116,324,onion rings,True
47782,116,56,rings ive,False
47783,116,334,ive tried,False
47784,116,340,tried em,False
