ID,Name,Author,Publisher,Publishing_Date,Format,Pages,Rating
1437,the wood beyond the world (wildside fantasy),William Morris,,,Kindle Edition,107.0,3.64
1438,la cité,Stella Gemmell,Bragelonne,2013-09-27,Kindle Edition,576.0,3.55
1439,"vérité oubliée: vérité, t3 (fantasy)",Dawn Cook,Milady,2011-03-16,Kindle Edition,542.0,4.03
1440,"archimage: retour à gauntlgrym, t1",R.A. Salvatore,Milady,2016-09-23,Kindle Edition,576.0,4.32
1441,the dragon's appraiser: a fantasy romance novel,Viola Rivard,Viola Rivard,2015-09-07,Kindle Edition,206.0,3.92
1442,asimov fantasies: curses,Isaac Asimov,signet fantasy,1989-09-05,Mass Market Paperback,350.0,3.79
1443,naughty fantasies,Jade James,"Loose Id, LLC",2009-07-21,ebook,69.0,3.43
1444,magic & fantasy,Nora Roberts,,,ebook,,4.33
1445,pursuing their fantasies,Kayleigh Malcolm,Decadent Publishing,2015-02-20,ebook,68.0,4.0
1446,writers of the future volume 34: the best new sci fi and fantasy short stories of the year,L. Ron Hubbard,,,Paperback,,4.0
1447,"secrets, volume 29: indulge your fantasies",Nathalie Gray,"Red Sage Publishing, Inc.",2010-07-01,Paperback,323.0,4.33
1448,"akhenaten: history, fantasy and ancient egypt",Dominic Montserrat,Routledge,2002-12-26,Paperback,219.0,4.27
1449,urban fantasies book 1,Marlon Mccaulsky,Emerald Star Press,2011-05-25,Nook,0.0,4.38
1450,digital fantasy painting workshop,Martin McKenna,Harper Design,2004-10-05,Paperback,160.0,3.7
1451,"last fantasy, volume 1",Creative Hon,TokyoPop,2006-03-07,Paperback,192.0,3.73
1452,paramour,Meg Silver,,,ebook,120.0,4.35
1453,"mythology: myths, legends and fantasies",Alice Mills,Global Book Publishing,2005-07-01,Hardcover,528.0,4.43
1454,the adventures of sock monkey,Tony Millionaire,Dark Horse Comics,2000-08-08,Paperback,117.0,4.19
1455,memory: a miles vorkosigan adventure,Lois McMaster Bujold,Blackstone Audiobooks,2006-01-01,Audio,,4.44
1456,treasure of khan: dirk pitt #19,Clive Cussler,Penguin,2012-06-07,Kindle Edition,704.0,3.89
1457,the plant messiah: adventures in search of the world’s rarest species,Carlos Magdalena,Viking,2017-06-01,Hardcover,238.0,4.14
1458,house of danger,R.A. Montgomery,Chooseco,2006-05-01,Paperback,144.0,3.41
1459,"pokémon adventures: diamond and pearl/platinum, vol. 6",Hidenori Kusaka,VIZ Media - Children's,2012-10-02,Paperback,208.0,4.28
1460,the mayflower adventure,Colleen L. Reece,Barbour Publishing,1998-12-01,Paperback,135.0,3.6
1461,pinocchio and his puppet show adventure,Walt Disney Company,Random House Books for Young Readers,1973-10-12,Hardcover,42.0,4.15
1462,snow on the bayou,Sandra Hill,Forever,2014-08-26,Paperback,368.0,4.09
1463,adventures in 'pataphysics,Alfred Jarry,Atlas Press (GB),2001-09-01,Paperback,334.0,4.2
1464,born to bark: my adventures with an irrepressible and unforgettable dog,Stanley Coren,Atria Books,2011-08-16,Paperback,320.0,3.82
1465,shocked: adventures in bringing back the recently dead,David Casarett,Current,2014-07-31,Hardcover,272.0,3.53
1466,adventure travel: a daily journal,Karen Jean Matsko Hood,,,Paperback,,4.1
1467,kissing the highlander,Victoria  Roberts,Createspace Independent Publishing Platform,2015-02-10,Paperback,479.0,4.2
1468,"the iron heel by jack london, fiction, action & adventure",Jack London,Aegypan,2007-02-01,Paperback,,3.74
1469,into the jungle: great adventures in the search for evolution,Sean B. Carroll,Pearson,2008-09-01,Paperback,207.0,4.04
1470,arthur's teacher moves in: an arthur adventure (arthur adventure series),Marc Brown,"Little, Brown Books for Young Readers",2000-09-01,Hardcover,32.0,3.88
1471,the mystery of garabandal: fantasy or fraud? ghost or god?,L.R. Walker,Newtonia Publishing LLC,2013-11-05,Kindle Edition,280.0,4.32
1472,howl of the werewolf,Jonathan Green,Wizard,2007-09-25,Paperback,320.0,3.65
1473,a tangled web: a fantasy retelling of a greek mythology romance,Mercedes Lackey,Harlequin Special Releases,2017-09-01,ebook,,3.82
1474,"vérité cachée: vérité, t2 (fantasy)",Dawn Cook,Milady,2011-02-09,Kindle Edition,514.0,3.93
1475,best new fantasy,Sean Wallace,Wildside Press,2006-08-29,Paperback,237.0,2.69
1476,fantasies & flowers,Kumiko Sudo,McGraw-Hill Companies,1999-12-11,Paperback,135.0,3.72
1478,the best of marion zimmer bradley fantasy magazine volume 2,Marion Zimmer Bradley,Aspect,2009-12-19,Mass Market Paperback,248.0,3.85
1479,cimmerian shade: a limited edition paranormal romance & urban fantasy collection,Kiki Howell,Naughty Nights Press LLC,2017-09-12,Kindle Edition,3046.0,4.42
1480,the trolltooth wars,Steve   Jackson,Puffin Books,1989-04-06,Paperback,,3.31
1481,"fantasy & science fiction, march/april 2014",Gordon Van Gelder,"Spilogale, Inc.",2014-03-01,Kindle Edition,,3.54
1482,king of shadows/fantasy,Susan Cooper,,,,,3.7
1483,"the shunned house by h. p. lovecraft, fiction, fantasy, classics, horror",H.P. Lovecraft,Aegypan,2011-05-01,Paperback,48.0,3.57
1484,mammoth book of short fantasy novels,Isaac Asimov,,,,,3.62
1485,curse of the mummy,Jonathan Green,Puffin Books,1995-10-26,Paperback,240.0,3.21
1486,high fantasy,Harmon Cooper,Boycott Books,2015-12-26,Kindle Edition,262.0,4.16
1487,two on a tower: a romantic fantasy,Thomas Hardy,Createspace,2014-03-28,Paperback,262.0,3.7
1488,"the three impostors by arthur machen, fiction, fantasy, horror, fairy tales, folk tales, legends & mythology",Arthur Machen,Wildside Press,2004-07-01,Hardcover,,4.05
1489,the corrupted (warhammer fantasy roleplay),Robert Earl,Games Workshop(uk),2006-10-10,Paperback,252.0,3.52
1490,the family unit and other fantasies,Laurence Klavan,ChiZine Publications,2014-08-15,Paperback,200.0,3.4
1491,dead reckoning: a caribbean pirate adventure,Karen Perkins,LionheART Publishing house,2013-10-18,Kindle Edition,359.0,4.0
1492,the faraway tree adventure,Enid Blyton,Red Fox,1993-02-27,Paperback,160.0,4.32
1493,the adventures of johnny chuck,Thornton W. Burgess,Dover Publications,1995-01-06,Paperback,96.0,4.11
1494,the adventure of the mazarin stone,Arthur Conan Doyle,New Century Books,2010-11-30,Nook,,3.52
1495,tucket's home,Gary Paulsen,Yearling,2002-02-12,Paperback,112.0,4.11
1496,the hueys in none the number: a counting adventure,Oliver Jeffers,Philomel,2014-07-01,Hardcover,32.0,3.77
1497,that went well: adventures in caring for my sister,Terrell Harris Dougan,Hyperion,2009-01-06,Hardcover,224.0,3.6
1498,the deathly hallows lectures: the hogwarts professor explains the final harry potter adventure,John Granger,Unlocking Press,2008-07-15,Paperback,290.0,4.29
1499,the adventures of the black girl in her search for god,George Bernard Shaw,Hesperus Press,2007-03-01,Paperback,112.0,3.72
1500,adventure on the amazon,Mary Pope Osborne,Red Fox,2008-05-01,Paperback,80.0,3.91
1501,holiday illusion,Lynette Eason,Love Inspired Suspense,2008-11-01,Paperback,218.0,4.15
1502,"chocolate, please: my adventures in food, fat, and freaks",Lisa Lampanelli,It Books,2009-09-15,Hardcover,304.0,3.51
1503,dandelion adventure,R.J. Bronson,Mario Nitti,2014-12-10,Paperback,64.0,4.0
1504,conquest,Julian Stockwin,Hodder & Stoughton,2011-06-01,Hardcover,340.0,4.09
1505,tomorrow: adventures in an uncertain world,Bradley Trevor Greive,Andrews McMeel Publishing,2003-10-01,Hardcover,120.0,4.18
1506,rings of anubis,E. Catherine Tobler,Masque Books,2014-07-22,Paperback,349.0,3.59
1507,caught in the act,Joan Lowery Nixon,Laurel Leaf,1996-03-03,Paperback,160.0,3.88
1508,millie marotta's animal kingdom: a colouring book adventure,Millie Marotta,Batsford Ltd,2014-08-14,Paperback,96.0,4.28
1509,the white people: a fantasy horror,Arthur Machen,Createspace,2014-07-12,Paperback,38.0,4.03
1510,the encyclopedia of fantasy and science fiction art techniques,John Grant,Running Press Book Publishers,1996-03-01,Hardcover,176.0,3.85
1511,her island fantasy,Emma Jay,,,Kindle Edition,60.0,3.9
1512,only war core rulebook,Fantasy Flight Games,Fantasy Flight Games,2012-11-15,Hardcover,400.0,3.97
1513,my big sister lives in a fantasy world: the world's strongest little brother?!,Tsuyoshi Fujitaka,J-Novel Club,2016-12-03,Kindle Edition,168.0,3.98
1514,laughing into the fourth dimension: 25 humorous fantasy & science fiction stories,Larry Lefkowitz,Wayman Publishing,2013-07-01,Paperback,138.0,2.33
1515,doing it for daddy: short and sexy fiction about a very forbidden fantasy,Patrick Califia-Rice,Alyson Books,1994-12-01,Paperback,240.0,4.01
1516,marion zimmer bradley's fantasy worlds,Marion Zimmer Bradley,Marion Zimmer Bradley Literary Works Trust,1998-08-26,Unknown Binding,342.0,4.06
1517,fantasies,K.T. Smith,HarperPrism,1992-08-28,Mass Market Paperback,192.0,3.38
1518,the year's best fantasy stories 13,Arthur W. Saha,DAW,1987-11-03,Paperback,238.0,3.36
1519,meridian codex dark fantasy compendium: books 1 & 2,Keith Deininger,Meridian Codex,2016-01-06,Paperback,468.0,4.75
1520,a floating chinaman: fantasy and failure across the pacific,Hua Hsu,Harvard University Press,2016-06-07,Hardcover,288.0,3.81
1521,"the decadent reader: fiction, fantasy, and perversion from fin-de-siècle france",Asti Hustvedt,Zone Books,1998-11-01,Paperback,1104.0,4.46
1522,fantasy island,Larry Elliott,Constable & Robinson,2007-05-24,Paperback,,3.61
1523,fantasies of flight,Daniel M. Ogilvie,"Oxford University Press, USA",2003-12-01,Hardcover,258.0,3.96
1524,the science-fantasy megapack: 25 classic tales from fantasy adventures,E.C. Tubb,Wildside Press,2013-09-09,Kindle Edition,352.0,3.76
1525,pippa's fantasy,Donna  Gallagher,Total-E-Bound Publishing,2013-04-01,ebook,106.0,4.44
1526,demons and dreams,Ellen Datlow,Legend,1989-04-13,Paperback,528.0,3.65
1527,bloodmark (the kingsmen chronicles #2): an epic fantasy adventure,Jean Lowe Carlson,Jean Lowe Carlson,2017-03-20,Kindle Edition,732.0,4.66
1528,explorers' sketchbooks: the art of discovery & adventure,Huw Lewis-Jones,Chronicle Books,2017-03-28,Hardcover,320.0,4.4
1529,the marvelous adventures of gwendolyn gray,B.A. Williamson,,,Paperback,300.0,4.07
1530,the key: a taylor and alan adventure,Jackie Mae,Jackie Mae,2014-12-21,Paperback,150.0,4.31
1531,the widows' adventures,Charles Dickinson,William Morrow Paperbacks,1999-03-09,Paperback,400.0,3.8
1532,moonshot: the inside story of mankind's greatest adventure,Dan Parry,Ebury Press,2009-05-07,Paperback,336.0,3.98
1533,the miniature world of marvin & james,Elise Broach,Henry Holt and Co. (BYR),2014-02-04,Hardcover,112.0,3.65
1534,lost in nyc: a subway adventure: a toon graphic,Nadja Spiegelman,TOON Graphics,2015-04-07,Hardcover,52.0,4.02
1535,further adventures,Jon Stephen Fink,Harper Perennial,2009-10-13,Paperback,368.0,3.4
1536,when the impossible happens: adventures in non-ordinary realities,Stanislav Grof,Sounds True,2006-06-01,Paperback,360.0,3.96
1537,crossing the heart of africa: an odyssey of love and adventure,Julian Smith,Harper Perennial,2010-12-07,Paperback,344.0,3.61
1538,event,David Lynn Golemon,Recorded Books,2013-04-10,Audible Audio,16.0,3.87
1539,the school for mysteries: a paranormal adventure,Carolyn Jourdan,Athenaeus Media,2014-04-28,Kindle Edition,209.0,3.31
1540,empire,Jeremy Robinson,Breakneck Media,2016-04-01,Paperback,366.0,4.38
1541,the dragon sorceress,David N. Sebastian,,,Paperback,246.0,3.54
1542,"dorothy and the wizard in oz; a faithful record of their amazing adventures in an underground world, and how with the aid of their friends zeb hugson, eureka the kitten, and jim the cab-horse, they finally reached the wonderful land of oz",L. Frank Baum,Chicago : Reilly & Lee,,Nook,0.0,3.78
1543,trunk of scrolls: a family adventure,Darlene N. Bocek,Entrust Source Publishers,2016-10-13,Paperback,331.0,4.53
1544,"the adventures of prince camar and princess badoura (arabian nights adventures, #1)",Kelley Townley,Harpendore,2016-02-22,Paperback,136.0,4.67
1545,the card: a story of adventure in the five towns,Arnold Bennett,Penguin Classics,1991-10-01,Paperback,224.0,3.82
1546,"pokémon adventures, vol. 15: ruby & sapphire",Hidenori Kusaka,VIZ Media - Children's,2013-03-05,Paperback,144.0,4.3
1547,dragonlance: adventures,Tracy Hickman,TSR,1987-12-01,Hardcover,128.0,4.05
1548,dead of night,Jim Bambra,,,Mass Market Paperback,,3.48
1549,at the earth's core/pellucidar,Edgar Rice Burroughs,,,Kindle Edition,306.0,3.76
1550,the destineers' journal of fantasy nations,Bobby Sharpe,Lulu.com,2009-02-19,Paperback,152.0,4.9
1551,fantasy: the best of 2001,Robert Silverberg,iBooks,2002-06-21,Paperback,424.0,3.38
1552,fardoor: a fantasy adventure,Daniel Tascona,,,Kindle Edition,275.0,3.79
1553,"the big time by fritz leiber, science fiction, fantasy",Fritz Leiber,Aegypan,2011-06-01,Hardcover,134.0,3.27
1554,"fantasies (fantasies, #1)",Thomas Hunter Dillon,,,Paperback,,0.0
1555,"breeder reaction by winston marks, science fiction, fantasy",Winston K. Marks,Aegypan,2011-08-01,Hardcover,24.0,3.31
1556,emily's fantasies,Nikki Palmer,,,Kindle Edition,,4.42
1557,don juan tenorio: a religious-fantasy drama in two parts,José Zorrilla,Juan de La Cuesta-Hispanic Monographs,2012-08-01,Paperback,206.0,3.65
1558,aegypt,John Crowley,Gateway,2013-10-10,Kindle Edition,443.0,3.84
1559,until the sunset,Avril Ashton,Evernight Publishing,2014-05-14,ebook,,3.65
1560,the crimson tide,Paul       Mason,Puffin,1992-01-30,Paperback,224.0,3.17
1561,the feast of fools: a theological essay on festivity and fantasy,Harvey Cox,"Harvard University Press (Cambridge, MA)",1969-01-01,Hardcover,204.0,4.08
1562,the people of the mist: a classic lost race fantasy novel,H. Rider Haggard,Createspace Independent Publishing Platform,2015-10-27,Paperback,208.0,3.78
1563,"dominatrix fantasy trilogy set: spanked, denied & collared",Shoshanna Evers,Createspace,2012-03-12,Paperback,116.0,3.82
1564,elfmoon,Leila Bryce Sin,,,,,3.96
1565,"wizards, aliens, and starships: physics and math in fantasy and science fiction",Charles L. Adler,Princeton University Press,2014-02-02,Hardcover,378.0,3.87
1566,gustav's gargoyle adventure,Charlie Richards,Extasy Books,2012-11-01,ebook,137.0,3.94
1567,billy budd,Herman Melville,Adventure Classics,2010-12-18,Nook,100.0,3.1
1568,the family at red-roofs (mystery & adventure),Enid Blyton,Award Publications Ltd,1999-08-01,Hardcover,256.0,4.13
1569,the daughters of joy: an adventure of the heart,Deepak Chopra,NAL,2003-09-02,Paperback,256.0,3.52
1570,white mountain: a cultural adventure through the himalayas,Robert Twigger,Pegasus Books,2017-10-03,Hardcover,480.0,3.86
1571,call me francis tucket,Gary Paulsen,Yearling,1996-10-01,Paperback,112.0,4.09
1572,the glorious adventure,Richard Halliburton,The Long Riders' Guild Press,2002-01-29,Paperback,360.0,4.29
1573,adventures of a waterboy,Mike    Scott,Lilliput Press,2012-06-06,Hardcover,272.0,4.28
1574,the adventures of john blake: mystery of the ghost ship,Philip Pullman,Scholastic/Graphix,2017-06-01,Hardcover,160.0,3.64
1575,illuminated,Matt Bronleewe,,,Kindle Edition,,3.42
1576,hubert's hair raising adventure,Bill Peet,HMH Books for Young Readers,1979-09-19,Paperback,40.0,4.23
1577,the true adventures of nicolo zen,Nicholas Christopher,Knopf Books for Young Readers,2014-01-07,Hardcover,288.0,3.49
1578,elves & the agro adventure,Katja Vartiainen,Amazon,2016-11-21,Paperback,104.0,3.6
1579,the adventures of the dish and the spoon,Mini Grey,Alfred A. Knopf,2006-08-08,Hardcover,32.0,3.53
1580,robot santa: the further adventures of santa's twin,Dean Koontz,HarperCollins Publishers,2004-10-01,Hardcover,72.0,4.04
1581,the stone of destiny: a sherlock holmes adventure,Richard T.  Ryan,MX Publishing,2017-06-05,Hardcover,,4.73
1582,the adventures of little nutbrown hare,Sam McBratney,Candlewick,2012-08-28,Hardcover,72.0,3.91
1583,the impossible rescue: the true story of an amazing arctic adventure,Martin W. Sandler,Candlewick,2012-09-11,Hardcover,164.0,3.76
1584,the amazing adventures of bumblebee boy,David Soman,Dial Books,2011-10-04,Hardcover,40.0,3.85
1585,match day,Mercy Celeste,MJC Press,2017-08-14,Kindle Edition,193.0,3.49
1587,fantasy ii,K. Elliott,,,Kindle Edition,,4.4
1588,captive fantasy,L. Rosario,The Wild Rose Press,2007-11-21,Paperback,267.0,3.78
1589,the taste of life: a biblical fantasy,Mike  Simpson,CrossBooks Publishing,2011-08-22,Paperback,72.0,2.6
1590,the dedalus book of dutch fantasy,Richard Huijing,Dedalus,1994-11-01,Paperback,400.0,4.29
1591,a decade of fantasy and science fiction,Robert P. Mills,Dell Books,1962-01-01,Paperback,,3.56
1592,interface fantasy: a lacanian cyborg ontology,André Nusselder,Mit Press,2009-09-11,Paperback,170.0,3.67
1593,"the magazine of fantasy & science fiction, march/april 2015",Gordon Van Gelder,"Spilogale, Inc.",2015-02-27,Kindle Edition,,4.03
1594,the best science fiction and fantasy of the year: volume eleven,Jonathan Strahan,Solaris,2017-04-18,Paperback,500.0,3.88
1595,beneath nightmare castle,Peter Darvill-Evans,Puffin Books,1987-02-26,Paperback,256.0,3.58
1596,"love me, master me",Anya Summers,Blushing Books Publications,2016-09-14,Kindle Edition,146.0,4.59
1597,return to firetop mountain,Ian Livingstone,Wizard Books,2003-11-06,Paperback,208.0,3.63
1598,fantasies,Laura Guevara,"Shara Azod, LLC",2010-09-01,ebook,56.0,4.0
1599,warrior girl,"SFX, Fantasy",Lulu.com,2006-09-12,Paperback,128.0,3.5
1600,gemini cell (reawakening trilogy 1): a gripping military fantasy of battle and bloodshed,Myke Cole,Headline,2015-02-12,Paperback,416.0,3.69
1601,intimate fantasy book one & two: special edition,Lucia Jordan,,,Kindle Edition,81.0,3.64
1602,the fantasy of feminist history,Joan Wallach Scott,Duke University Press Books,2011-11-11,Paperback,200.0,3.58
1603,tickle my fantasy,M.K. Mancos,Samhain Publishing,2009-12-01,Paperback,288.0,3.84
1604,fantasies: strings attached,Cassandra Gold,Loose Id LLC,2013-11-01,ebook,121.0,3.7
1605,victory,Julian Stockwin,McBooks Press,2010-10-01,Hardcover,320.0,4.18
1606,jonathan haymaker,Sam Ferguson,Dragon Scale Publishing,2015-12-25,Kindle Edition,242.0,4.04
1607,"pokémon adventures: diamond and pearl/platinum, vol. 8",Hidenori Kusaka,VIZ Media - Children's,2013-06-04,Paperback,192.0,4.45
1608,the adventures of blizzard,Mark  Cartwright,Authorhouse,2015-06-25,ebook,,3.67
1609,arthur's first sleepover (arthur adventure series),Marc Brown,"L,B Kids",2005-09-07,Paperback,32.0,4.12
1610,hate mail from cheerleaders: and other adventures from the life of reilly,Rick Reilly,Sports Illustrated Books,2007-05-01,Hardcover,320.0,3.86
1611,"the adventures of tintin, vol. 1: tintin in the land of the soviets / tintin in the congo",Hergé,Egmont Books (UK),2007-02-01,Hardcover,206.0,3.88
1612,warrior cats - special adventure 3 - blausterns prophezeiung,Erin Hunter,Beltz & Gelberg,2013-09-09,Hardcover,551.0,4.56
1613,sherlock holmes and the adventure of grinning cat,Joseph W. Svec III,MX Publishing,2015-12-14,Paperback,156.0,3.89
1614,royal affairs: a lusty romp through the extramarital adventures that rocked the british monarchy,Leslie Carroll,Berkley Books,2008-06-03,Paperback,447.0,3.84
1615,the adventures of alianore audley,Brian Wainwright,Bewrite Books,2005-02-01,Paperback,212.0,4.06
1616,"great books: my adventures with homer, rousseau, woolf, and other indestructible writers of the western world",David Denby,Simon & Schuster,1997-09-25,Paperback,496.0,3.84
1617,the pout-pout fish,Deborah Diesen,"Farrar, Straus and Giroux (BYR)",2008-03-18,Kindle Edition,32.0,4.29
1618,shipwrecked!: the true adventures of a japanese boy,Rhoda Blumberg,HarperCollins,2003-01-07,Paperback,80.0,3.9
1619,the quilt ripper,Mary Devlin Lynch,devlinsbooks,2016-01-10,Paperback,190.0,4.01
1620,a paris year: my day-to-day adventures in the most romantic city in the world,Janice Macleod,St. Martin's Press,2017-07-10,Hardcover,272.0,4.17
1621,the amazing adventures of the escapist: volume 2,Brian K. Vaughan,Dark Horse Comics,2004-12-07,Paperback,152.0,3.49
1622,the adventure of the solitary cyclist,Arthur Conan Doyle,DH Audio,1997-10-01,Audiobook,0.0,3.73
1623,"spock, messiah!",Theodore R. Cogswell,Bantam,1993-09-01,Mass Market Paperback,182.0,3.19
1624,peace child: international adventures,Don Richardson,YWAM Publishing,2004-01-01,Paperback,233.0,4.32
1625,three hearts and three lions,Poul Anderson,,,Paperback,167.0,3.9
1626,a story of becoming: an inspiring fantasy fable,Ayn Cates Sullivan,"Infinite Light Publishing, LLC",2015-12-31,Kindle Edition,52.0,4.26
1627,the perfect crime: a story of truth or fantasy,Peter Hindley,RoseDog Books,2011-10-05,Paperback,293.0,3.5
1628,giants,Isaac Asimov,Roc,1985-11-05,Paperback,351.0,3.87
1629,all night awake,Sarah A. Hoyt,Ace,2003-10-28,Paperback,368.0,3.19
1631,nebula awards 33: the year's best sf and fantasy chosen by the science-fiction and fantasy writers of america,Connie Willis,Mariner Books,1999-04-29,Paperback,288.0,3.64
1632,forced fantasies,Cassandre Dayne,Naughty Nights Press,2011-12-01,ebook,,4.05
1633,valentine fantasy,Jamie Denton,Harlequin,2005-02-01,Paperback,218.0,3.65
1634,dragonstar: starfarers handbook,Fantasy Flight Games,Fantasy Flight Games,2002-01-22,Hardcover,176.0,3.97
1635,the silver crown (aladdin fantasy),Robert C. O'Brien,,,Library Binding,322.0,3.94
1636,victoria's secret wish,Piper Denna,Piper Denna,2014-04-02,Kindle Edition,205.0,4.07
1637,the vampire next door,Katica Locke,Shadowfire Press LLC,2010-02-05,ebook,62.0,3.2
1638,whisper taboo,Laura Harner,Hot Corner Press,2013-01-08,ebook,169.0,3.46
1639,the complete guide to writing fantasy: the opus magnus,Tee Morris,Dragon Moon Press,2003-09-01,Paperback,296.0,4.04
1640,the magic of xanth: an enchanting fantasy trilogy,Piers Anthony,Ballantine Books (Mm),1987-08-01,Paperback,0.0,4.05
1641,arcana: a historical fantasy,Jessica Leake,Talos,2016-01-05,Kindle Edition,268.0,3.75
1642,the escapists: an erotic fantasy novel,Anthony Beal,Hexed Flesh Books,2012-04-29,ebook,,4.17
1643,fantasy curves 269,Ann Vremont,Saturn 8 Media,2012-11-07,ebook,,3.48
1644,visions of fantasy: tales from the masters,Isaac Asimov,Doubleday Books for Young Readers,1989-09-01,Hardcover,180.0,3.43
1645,my awesome japan adventure,Rebecca Otowa,Tuttle Publishing,2013-11-05,Hardcover,48.0,3.97
1646,around the world in 80 dinners: the ultimate culinary adventure,Cheryl Alters Jamison,William Morrow,2008-03-11,Hardcover,272.0,2.79
1647,the adventures of jo jo,James Lawless,Createspace Independent Publishing Platform,2014-10-21,Paperback,132.0,4.4
1648,the mysterious adventures of sherlock holmes,Arthur Conan Doyle,Puffin Classics,1995-04-27,Paperback,256.0,4.12
1649,"pokémon: diamond and pearl adventure!, vol. 2",Shigekatsu Ihara,Turtleback Books,2008-09-01,Library Binding,,4.51
1650,adventures on the wine route: a wine buyer’s tour of france,Kermit Lynch,"Farrar, Straus and Giroux",1990-09-01,Paperback,288.0,4.21
1651,bacchus and me: adventures in the wine cellar,Jay McInerney,Vintage,2002-03-12,Paperback,304.0,3.52
1652,silverfin: a james bond adventure,Charlie Higson,Miramax Books,2005-12-15,Paperback,335.0,3.8
1653,chasing the rose: an adventure in the venetian countryside,Andrea di Robilant,Knopf,2014-05-06,Hardcover,224.0,3.83
1654,adventures of a wimpy werewolf: hairy but not scary,Tim    Collins,Michael O'Mara Books,2011-10-01,Paperback,224.0,3.81
1655,further adventures of lad,Albert Payson Terhune,Buccaneer Books,1992-12-01,Library Binding,,4.33
1656,the big adventures of tiny house,Susan Schaefer Bernardo,Inner Flower Child Books,2017-04-25,Hardcover,32.0,4.44
1657,komarr: a miles vorkosigan adventure,Lois McMaster Bujold,Blackstone Audiobooks,2012-08-01,Audio CD,1.0,4.29
1658,the extraordinary and unusual adventures of horatio lyle,Catherine Webb,Atom,2006-09-07,Paperback,320.0,3.75
1659,orion: suresh adventure,J. Thomas Beaton,J. Thomas Beaton,2013-04-06,Paperback,95.0,4.0
1660,mutiny,Julian Stockwin,McBooks Press,2005-10-01,Paperback,352.0,3.91
1661,calamity jane,Morris,Cinebook Ltd,2007-11-01,Paperback,46.0,3.94
1662,the bobbsey twins' adventure in washington,Laura Lee Hope,Grosset & Dunlap,2004-06-03,Hardcover,182.0,3.74
1663,the adventures of paddy the beaver,Thornton W. Burgess,Dover Publications,2000-10-03,Paperback,80.0,4.09
1664,intermission,Desiree Holt,,,Kindle Edition,,3.61
1665,"the book of dragons by edith nesbit, fiction, fantasy & magic",E. Nesbit,Aegypan,2008-06-01,Hardcover,108.0,3.88
1667,three hired lovers,Melody Snow Monroe,,,ebook,168.0,3.72
1668,sharing their racy fantasies,Tara  Rose,"Siren-Bookstrand, Inc",2013-06-14,ebook,147.0,4.57
1669,drawing & painting fantasy figures: from the imagination to the page,Finlay Cowan,Barron's Educational Series,2003-10-01,Paperback,128.0,3.75
1670,secret story time: more filthy fantasies,Jason Jaxx,Jason Jaxx,2012-12-10,ebook,,3.04
1671,the nightmare and other tales of dark fantasy,Francis Stevens,Bison Books,2004-10-01,Paperback,406.0,3.9
1672,sweet confessions: erotic fantasies for couples,Violet Blue,Cleis Press,2011-07-01,Paperback,224.0,3.88
1673,dream tide (fantasy men),Cindy Gerard,Loveswept,1993-08-01,Mass Market Paperback,223.0,3.88
1674,gefangene der dämonen,Andre Norton,Pabel,1974-12-01,Paperback,145.0,3.86
1676,a haunted island (fantasy and horror classics),Algernon Blackwood,Fantasy and Horror Classics,2011-04-28,Paperback,32.0,3.61
1677,fantasy attraction,P.J. Belden,,,,,4.8
1678,second best fantasy,Angela Kelly,,,Paperback,146.0,2.89
1679,book of erotic fantasy,Gwendolyn F.M. Kestrel,Valar Project,2003-11-01,Hardcover,192.0,3.64
1680,fantasy in death / indulgence in death,J.D. Robb,Brilliance Audio,2014-11-11,Audio CD,,4.71
1681,worlds apart: an anthology of russian science fiction and fantasy,Alexander Levitsky,The Overlook Press,2007-08-16,Hardcover,655.0,4.02
1683,hidden agemda,Leighann Dobbs,,,Kindle Edition,309.0,3.75
1684,santa claus doesn't mop floors,Debbie Dadey,Scholastic Paperbacks,1991-10-01,Paperback,80.0,3.74
1685,adventure time: marceline gone adrift,Meredith Gran,KaBOOM!,2015-12-08,Paperback,160.0,4.38
1686,a fairy's breath,Maricel Jiménez Peña,Createspace Independent Publishing Platform,2015-03-17,Paperback,169.0,4.4
1687,witches don't do backflips,Debbie Dadey,Scholastic Paperbacks,1994-09-01,Paperback,96.0,3.82
1688,iron & blood,Gail Z. Martin,Solaris,2015-07-07,Paperback,407.0,3.49
1689,the desperate adventures of zeno and alya,Jane     Kelley,Feiwel & Friends,2013-10-15,Hardcover,208.0,4.05
1690,the holiday: a london romantic adventure,Kate Perry,Destination Love Stories,2012-07-25,Kindle Edition,139.0,3.48
1691,saga of old city,Gary Gygax,"TSR, Inc.",1986-02-09,Mass Market Paperback,352.0,3.67
1692,the adventures of william the brownie,Christine E. Schulze,Createspace Independent Publishing Platform,2014-11-21,Paperback,,4.18
1693,adventures on the high teas: in search of middle england,Stuart Maconie,Ebury Press,2009-04-21,Paperback,352.0,3.62
1694,the further adventures of the joker,Martin H. Greenberg,Bantam,1990-01-01,Mass Market Paperback,462.0,3.86
1695,my bunny rabbit adventures,Robert Smith,Authorhouse,2017-05-30,Paperback,,4.5
1696,arthur's underwear,Marc Brown,"Little, Brown Books for Young Readers",2001-09-01,Paperback,32.0,3.91
1697,planet of judgment,Joe Haldeman,Titan Books Ltd,1994-08-11,Paperback,151.0,3.36
